ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry,summary,y_ind,revGrowth,grossM,revenue,verdict,reason_r2,totalCash,totalDebt,freeCashflow,operatingCashflow,totalRevenue,revenueGrowth,grossMargins,operatingMargins,debtToEquity,sharesOutstanding,floatShares,fullTimeEmployees,earningsGrowth,r3_fin_score,r3_notes,r3_cut,cap,composite
WTLLF,Water Intelligence plc,4.61,77526544.0,,Industrials,,otc,water,24,12,36,,,,Specialty Business Services,"Water Intelligence plc, together with its subsidiaries, provides leak detection and remediation services for potable and non-potable water in the United Kingdom, Ireland, Australia, Canada, and internationally. The company operates through Franchise Royalty Income, Franchise-Related Activities, US Corporate Operated Locations, and International Corporate Operated Locations segments. It also offers water leak and repair solutions for residential, commercial, and municipal customers. In addition, it provides clean water and waste-water solutions; solutions for small, medium, large diameter pipes for clean water and wastewater problems; and water management consultancy services. The company has a strategic partnership with Lookout Labs, Inc. to provide preventive maintenance solutions. Water Intelligence plc was incorporated in 2000 and is based in London, the United Kingdom.",Specialty Business Services,0.087,0.89627,90428288.0,A,leak detection franchise cuts water losses; scalable model,6041905.0,33300780.0,1320187.0,14000430.0,90428288.0,0.087,0.89627,0.08145001,48.452,16817038.0,8867344.0,530.0,0.391,20,,,77526544.0,44
ABHBY,Alfen N.V.,6.94,301792576.0,,Industrials,,otc,energy,24,15,39,,,,Electrical Equipment & Parts,"Alfen N.V., through its subsidiaries, designs, engineers, develops, produces, and services smart grid solutions, energy storage systems, and electric vehicle (EV) charging equipment in the Netherlands, Finland, and Belgium. The company offers in-house developed, produced, and an assembled range of secondary substations for grid operators; and microgrids and substations, as well as offerings to connect PV farms, EV fast-charging hubs, and industrial companies to the grid. It also provides smart and connected electric vehicle chargers for use at destinations, such as home, retail, workplace, and public locations; and stationary and mobile battery energy storage solutions for use in load balancing, peak shaving, grid frequency control, and energy trading. The company was founded in 1937 and is headquartered in Almere, the Netherlands.",Electrical Equipment & Parts,0.236,0.26732,485576992.0,A,smart grid substations storage EV charging decentralize energy,51085000.0,44934000.0,43348000.0,58243000.0,485576992.0,0.236,0.26732,0.023629999,29.478,43485962.0,42437916.0,909.0,,19,,,301792576.0,43
PTKFY,PT Kalbe Farma Tbk.,9.54,2158370560.0,,Healthcare,,otc,food,22,20,42,,,,Drug Manufacturers - General,"PT Kalbe Farma Tbk., together with its subsidiaries, engages in the development, manufacture, and trading of pharmaceutical products in Indonesia. It operates through Prescription Pharmaceuticals; Consumer Health; Nutritionals; and Distribution and Logistic segments. The company provides prescription/ethical; consumer health; nutritionals; distribution and logistics; health services; medical devices; biopharma; animal health; international business, and E-health products. In addition, the company provides health screening services; operates as an agent and representative for biotechnology products; distributes consumer products, medical equipment, cosmetics, and other trading products; and trades in medical and laboratory equipment and supplies, raw materials for pharmaceutical products, and consumable products for hemodialysis therapy, as well as offers advertising services. The company was incorporated in 1966 and is headquartered in Jakarta, Indonesia.",Drug Manufacturers - General,0.182,0.37369,,A,affordable pharma and nutrition with distribution for emerging market,,,1997726810112.0,,,0.182,0.37369,0.0,3.208,226244301.0,89966046.0,12806.0,-0.004,21,,,2158370560.0,43
NEMKY,Nemetschek SE,16.305,9408702464.0,,Technology,,otc,software:health,20,20,40,desc,,,Software - Application,"Nemetschek SE provides software solutions for architecture, engineering, construction, operation, and media industries in Germany, the rest of Europe, the Americas, the Asia Pacific, and internationally. The company operates in four segments: Design, Build, Manage, and Media. The Design segment offers software solutions primarily under the Allplan, Graphisoft, and dRofus brands for architects, designers, engineers, structural engineers, specialist planners, and landscape designers, as well as developers and general contractors. This segment provides building information modeling (BIM) solutions for computer-aided design and engineering. The Build segment offers 5D BIM solutions, commercial enterprise resource planning solutions, and cloud-based workflow solutions under the Nevaris and Bluebeam brands to construction companies, developers, suppliers, general contractors, planning offices, architects, and civil engineers. The Manage segment provides software solutions for property, facility, and workplace management; building platforms for the operation and management of buildings under the Spacewell and Crem Solutions brands to property managers, facility managers, global real estate companies, banks, and insurance companies. The Media segment offers software solutions under the Maxon name, including 3D modeling, painting, animation, sculpting, and rendering solutions to create 3D motion graphics, architectural or product visualizations, graphics for computer games, medical il",Software - Application,0.13,0.58026004,1259136000.0,A,BIM software cuts construction cost and waste,401480992.0,550252992.0,323806368.0,378536000.0,1259136000.0,0.13,0.58026004,0.22743,52.065,577043975.0,284661709.0,4268.0,0.267,22,,,9408702464.0,42
BSY,Bentley Systems Incorporated Class B Common Stock,36.9,11147228160.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software:transport,20,20,40,desc,,,Software - Application,"Bentley Systems, Incorporated, together with its subsidiaries, provides infrastructure engineering software solutions in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company offers open modeling applications, such as MicroStation, OpenBridge, OpenBuildings, OpenFlows, OpenPlant, OpenRail, OpenRoads, OpenSite and OpenSite+, OpenTower, OpenTunnel, and OpenUtilities; and open simulation applications, including ADINA, AutoPIPE, LEGION, OpenPaths, Power Line Systems, RAM, SACS, SPIDA, and STAAD; and geoprofessional applications for modeling and simulation of near and deep subsurface conditions, including AGS, Central, GeoStudio, Imago, Leapfrog, MX Deposit, Oasis montaj, OpenGround, and PLAXIS. It also provides infrastructure cloud applications, such as ProjectWise, SYNCHRO, and AssetWise, as well as Cesium and iTwin platform that enables users to create and curate cloud native digital representations of physical infrastructure assets consisting of iTwin Capture, iTwin Engage, iTwin Experience, and iTwin IoT platforms. The company serves civil, structural, geotechnical, subsurface, process engineers, architects, geospatial professionals, city and regional planners, contractors, fabricators, and operations and maintenance engineers. Bentley Systems, Incorporated was incorporated in 1984 and is headquartered in Exton, Pennsylvania.",Software - Application,0.128,0.81845003,1602039040.0,A,infrastructure engineering software runs roads water grid design,146980992.0,1267444992.0,397979616.0,522884992.0,1602039040.0,0.128,0.81845003,0.25,105.442,290577762.0,155809931.0,5800.0,0.148,22,,,11147228160.0,42
OCDGF,Ocado Group plc,3.4,2840905728.0,,Consumer Defensive,,otc,food,20,20,40,,,,Grocery Stores,"Ocado Group plc, together with its subsidiaries, operates as an online grocery retailer in the United Kingdom and internationally. The company operates through Technology Solutions and Logistics segments. It provides end-to-end online retail and automated storage and retrieval solutions for general merchandise to corporate customers; and Ocado Intelligent Automation that provides automation solutions to sectors outside of grocery retail. The company also provides third-party logistics services through Ocado storage and retrieval system. Ocado Group plc was founded in 2000 and is headquartered in Hatfield, the United Kingdom.",Grocery Stores,0.539,0.22978,1744700032.0,A,grocery warehouse automation compressing fulfillment cost,764600000.0,1734099968.0,161437504.0,389700000.0,1744700032.0,0.539,0.22978,0.1189,110.643,835560484.0,543032806.0,21367.0,,21,,,2840905728.0,41
TSPCF,Cleanaway Waste Management Limited,1.925,4314329088.0,,Industrials,,otc,infrastructure,22,20,42,,,,Waste Management,"Cleanaway Waste Management Limited provides waste management, industrial, and environmental services in Australia. It engages in the collection, recovery, and disposal of solid waste, including putrescible waste, inert waste, household waste and recovered waste processed through the resource recovery and recycling facilities, transfer stations, and landfills; and provision of safe treatment and disposal of health-related waste services, including sharps management, medical and pharmaceutical waste, and healthcare hazardous waste and quarantine waste. The company also collects, treats, processes, refines, recycles, and destructs hazardous and non-hazardous liquids, hydrocarbons and chemical waste, product destruction, hazardous waste, industrial waste, grease trap waste, oily water, and used mineral and cooking oils; and vacuum loading, high pressure cleaning, pipeline maintenance, and non-destructive digging services. In addition, it offers commercial and industrial, municipal, and residential collection services, including general waste, recyclables, construction, and demolition waste, as well as medical and washroom services; owns and manages waste transfer stations, resource recovery and recycling facilities, secure product destruction, quarantine treatment operations and landfills; and sells recovered paper, cardboard, metals, and plastics. Further, the company offers industrial cleaning, vacuum tanker loading, site remediation, sludge management, parts washing, high pres",Waste Management,0.149,0.25004,4404100096.0,A,waste collection and resource recovery essential circular service,116200000.0,2404900096.0,263037504.0,527800000.0,4404100096.0,0.149,0.25004,0.08429,79.68,2241209765.0,2220052745.0,9700.0,-0.271,19,,,4314329088.0,41
SCTTF,Scott Technology Limited,1.14,95869136.0,,Industrials,,otc,infrastructure,22,12,34,,,,Specialty Industrial Machinery,"Scott Technology Limited engages in the design, manufacture, sale, and servicing of automated and robotic production lines and processes for various industries in New Zealand and internationally. It operates through the New Zealand Manufacturing, Rocklabs Manufacturing, Australia Manufacturing, Americas Manufacturing, Europe Manufacturing, and China Manufacturing segments. The company offers appliance automation products, including cooking and laundry systems, refrigeration, and water heating. It also provides meat processing solutions, such as the Bladestop bandsaw safety equipment; automated and semi-automated lamb processing solutions; automated and manual-assist beef processing equipment; grading and objective carcass measurement systems comprising x-ray systems, dual energy x-ray absorptiometry, and Normaclass MAC10 carcass grading machines; and materials handling and logistics systems that include layer and robotic palletizing, pallet conveyors, case conveyors, pick and pack, and storage and retrieval systems. In addition, the company offers mining products and solutions, including crushers, pulverizers, and dividers under the Rocklabs name; certified reference materials; automated sample preparation; mining field automation; and gravity gold concentrator. Further, it provides materials handling and logistics solutions, such as palletizing systems, Nextbot automated guided vehicles, the Maestro+ warehouse control software; and smart distribution solutions. Scott Technol",Specialty Industrial Machinery,0.053,0.41717,281681984.0,A,robotic food-processing and production automation improves efficiency,13659000.0,57852000.0,4389625.0,13882000.0,281681984.0,0.053,0.41717,0.05841,44.31,84095739.0,35340111.0,611.0,-0.037,19,,,95869136.0,41
INPOY,InPost S.A.,9.0,8998567936.0,,Industrials,,otc,transport,20,20,40,,,,Integrated Freight & Logistics,"InPost S.A., together with its subsidiaries, operates as an out-of-home e-commerce enablement platform providing parcel locker services in Poland and other European countries. InPost S.A. was founded in 1999 and is based in Luxembourg, Luxembourg.",Integrated Freight & Logistics,0.308,0.2281,,A,parcel lockers cut last-mile cost and emissions per delivery,,,949462528.0,,,0.308,0.2281,0.0,322.425,999840816.0,451404417.0,12055.0,-0.378,21,,,8998567936.0,41
OSSFF,Embla Medical hf.,4.15,1766013440.0,,Healthcare,,otc,health,20,18,38,,,,Medical Devices,"Embla Medical hf., together with its subsidiaries, provides non-invasive orthopedic products in Europe, the Middle East, Africa, the Americas, and the Asia-Pacific. It operates through three segments: Prosthetics and Neuro Orthotics, Bracing and Supports, and Patient Care. The Prosthetics and Neuro Orthotics segment offers mechanical products, such as lower and upper limb loss or difference; and bionic products, such as microprocessor-controlled feet, knees, hands, fingers, and neuro orthotic joints. The Bracing and Supports segment provides osteoarthritis solutions that are designed to reduce pain and improve mobility for people living with osteoarthritis; and injury solutions for people recovering from fractures, ligament injuries, or need post-operative treatment. This segment also offers Unloader One, a range knee braces that relieve pain from knee osteoarthritis; and Unloader Hip, which is designed to reduce pain by optimizing load dispersion for patients suffering from mild and moderate osteoarthritis of the hip. The Patient Care segment provides prosthetics for people with lower and upper limb loss or limb difference; and orthotics for neurological, gait, and musculoskeletal conditions. The company serves orthopedic and prosthetic clinics, hospitals, and surgery centers. It sells its products through its direct sales networks and distributors. The company was formerly known as Össur hf. and changed its name to Embla Medical hf. in April 2024. Embla Medical hf. was inco",Medical Devices,0.113,0.62308,984451968.0,A,prosthetics and orthotics restore mobility efficiently,98775000.0,533971008.0,95681752.0,142944992.0,984451968.0,0.113,0.62308,0.16094999,57.663,425545399.0,156547876.0,4500.0,0.36,20,,,1766013440.0,40
RLLWF,Reliance Worldwide Corporation Limited,3.19,2386243840.0,,Industrials,,otc,shelter,24,20,44,,,,Building Products & Equipment,"Reliance Worldwide Corporation Limited, together with its subsidiaries, engages in the design, manufacture, and supply of water flow, and control and monitoring products and solutions for the plumbing and heating industries. It provides PEX press system that offers push, press, expansion, crimp, and clamp technologies; push to connect fittings, valves, and tubing; brackets; and controls and connection accessories. The company also offers plumbing and heating fittings, valves, pipes, and underfloor heating solutions; equipment support and water heater accessories; drain waste and vent (DWV) products; secondary pipe supports, acoustic noise, and vibration plumbing solutions; sleeving and firestop systems; water pressure, temperature, and thermostatic mixing valves; leak detector control valve; and push-to-connect technologies for drinks dispense, pure water, air and pneumatics, blown fibre, automotive, and OEM solutions. It sells its products under the SharkBite, JG Speedfit, Cash Acme, Reliance Valves, HoldRite, John Guest, and Holman brand names. The company distributes its products through retail, hardware, wholesale, and original equipment manufacturers. It operates in the United States, Canada, Mexico, Australia, New Zealand, Korea, China, the United Kingdom, Germany, Spain, Italy, Poland, France, and the Czech Republic. Reliance Worldwide Corporation Limited was founded in 1949 and is based in Atlanta, Georgia.",Building Products & Equipment,0.035,0.35653,1305603968.0,A,water control and push-fit plumbing improve efficiency,28566000.0,378268000.0,199921376.0,240660992.0,1305603968.0,0.035,0.35653,0.14443,29.422,748038799.0,723978426.0,,,16,,,2386243840.0,40
ALSMY,Alstom SA,1.83,8465873408.0,,Industrials,,otc,transport,27,20,47,,,,Railroads,"Alstom SA provides solutions for rail transport industry in Europe, the Americas, the Asia Pacific, the Middle East, Central Asia, and Africa. The company offers rolling stock solutions comprising people movers and monorails, light rails, metros, commuter and regional trains, high-speed trains, and locomotives; asset optimization, connectivity, and security and city mobility solutions; and signaling products, such as urban, mainline, and freight and mining signaling. It also provides APM, monorail, tram, metro, and main line systems; and tracklaying and track, catenary free and ground feeding, electrification, cybersecurity, and engineering consultancy solutions, as well as electromechanical equipment. In addition, the company offers rail maintenance, modernization, overhaul, parts, repair and overhauls, and support services. Further, it provides various components, including bogies, motors, dampers, brake friction products, switchgears, traction and auxiliary converters, transformers, green traction solutions, interiors, and train control and information systems. The company offers its products and solutions to original equipment manufacturers, operators, and asset owners. Alstom SA was founded in 1928 and is based in Saint-Ouen, France.",Railroads,0.041,0.12269,19171000320.0,A,rolling stock and signaling make rail transport efficient,2296999936.0,3555000064.0,567875008.0,891000000.0,19171000320.0,0.041,0.12269,0.03254,32.966,4626160240.0,3369954166.0,87832.0,-0.295,13,thin gm 12%,,8465873408.0,40
HRASF,Hera S.p.A.,4.1,6044515840.0,,Utilities,,otc,energy,20,20,40,utility-slow-growth,,,Utilities - Diversified,"Hera S.p.A., a multi-utility company, engages in the waste management, water services, and energy businesses in Italy. It is involved in the sale and distribution of methane and natural gas, as well as in the district heating and heating management business; generation, distribution, and sale of electricity; aqueduct, purification, and sewage services related to water cycle; waste collection, treatment, recycling, and disposal services; and provision of public lighting, telecommunications, and other services. The company's water services include activities related to water collection, drinking water treatment, and distribution for civil and industrial applications, as well as sewerage and sewage treatment activities. It also offers environmental services comprising sweeping, waste collection, transport, and recovery and disposal, and technical call center services. The company serves residential and business customers, as well as consumer associations. Hera S.p.A. was founded in 2002 and is based in Bologna, Italy.",Utilities - Diversified,0.217,0.18302,12672600064.0,A,circular waste water and energy multi-utility growing,1353299968.0,5829199872.0,16400000.0,1271100032.0,12672600064.0,0.217,0.18302,0.04754,133.318,1474272103.0,93468851.0,11209.0,0.085,19,,,6044515840.0,39
SPRY,ARS Pharmaceuticals Inc. Common Stock,5.72,568838784.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,18,38,binary-science-risk,,,Biotechnology,"ARS Pharmaceuticals, Inc., a biopharmaceutical company, develops and commercializes treatments for severe allergic reactions in the United States and internationally. The company is involved in the development of neffy, a needle-free intranasal delivery of epinephrine for emergency treatment of Type I allergic reactions, including anaphylaxis. ARS Pharmaceuticals, Inc. was founded in 2015 and is headquartered in San Diego, California.",Biotechnology,1.142,0.58346003,116927000.0,A,needle-free epinephrine widens emergency anaphylaxis access,143844992.0,171603008.0,-117704248.0,-196404992.0,116927000.0,1.142,0.58346003,-1.82616,1371.507,99447343.0,48034061.0,195.0,,18,runway 1.2y,,568838784.0,38
PEJMF,Peijia Medical Limited,1.3867,928412224.0,,Healthcare,,otc,health,20,18,38,,,,Medical Devices,"Peijia Medical Limited, together with its subsidiaries, engages in the research, development, manufacturing, and sales of transcatheter valve therapeutic and neurointerventional procedural medical devices in the People's Republic of China. It operates through Transcatheter Valve Therapeutic Business, Neurointerventional Business, and Future Technology Business segments. The company's products include transcatheter aortic valve replacement (TAVR) systems, crosslinked dry-tissue and polymeric tri leaflet TAVR systems, transcatheter aortic valve systems, lithotripsy valvuloplasty technology and interventional robotics technology, transseptal mitral valve replacement systems, transfemoral balloon catheter, introducer sheath, pre-shaped guidewire, detachable coils, balloon guide catheter, aspiration catheter, stent retriever, delivery balloon dilatation catheter, balloon dilatation catheter, microcatheter, micro guidewire, micro guidewire, guide catheter, distal access guide catheter, intermediate catheter, and power supply. In addition, it engages in the trading and holding business. Peijia Medical Limited was incorporated in 2012 and is headquartered in Suzhou, the People's Republic of China.",Medical Devices,0.201,0.67407,783992000.0,A,domestic transcatheter valves widen heart-care access,761121024.0,652688000.0,,,783992000.0,0.201,0.67407,0.021,35.208,669511953.0,472827794.0,1022.0,,18,,,928412224.0,38
IHS,IHS Holding Limited Ordinary Shares,8.34,2821763840.0,Cayman Islands,Telecommunications,Telecommunications Equipment,exchange,infrastructure,20,20,40,,,,Real Estate Services,"IHS Holding Limited, together with its subsidiaries, develops, owns, and operates shared communications infrastructure in Nigeria, Cameroon, Côte d'Ivoire, South Africa, and Zambia. The company offers colocation and lease amendment services, which allows customers to lease space on existing towers alongside current tenants, install additional equipment on a tower, and request for ancillary services; build-to-suit sites; in-building solutions and distributed antenna systems, which allows customers to lease space in secure locations within large building complexes, such as shopping malls, stadiums, and airports; non-intrusive small cell installation services on commercial premises, lampposts, and poles; fiber-to-the-tower connectivity services; rural telephony services; and managed services, including maintenance, security, and power supply services. It serves communication service providers, mobile network operators, internet service providers, broadcasters, security functions, and private corporations. IHS Holding Limited was founded in 2001 and is based in London, the United Kingdom.",Real Estate Services,0.104,0.54026,1645699968.0,A,shared African towers spread connectivity cost; replicable model,1073500032.0,3489700096.0,-325249984.0,876800000.0,1645699968.0,0.104,0.54026,0.20485,,338341000.0,106335338.0,2344.0,,18,,,2821763840.0,38
BMBRF,BIM Birlesik Magazalar A.S.,5.75,6818234880.0,,Consumer Defensive,,otc,food,20,20,40,,,,Grocery Stores,"BIM Birlesik Magazalar A.S., together with its subsidiaries, operates retail stores in Turkey, Morocco, and Egypt. It sells meat, milk and milk products, beverages, legumes and bakery items, snacks and sweets, fruits and vegetables, frozen food, cleaning supplies, cosmetics and papers, and oils, as well as special buys and private label products. The company was incorporated in 1995 and is headquartered in Istanbul, Turkey.",Grocery Stores,0.096,0.18993999,,A,hard-discount grocery cutting food cost at scale,,,17150681088.0,,,0.096,0.18993999,0.0,30.813,1185780000.0,857876257.0,106520.0,1.312,17,,,6818234880.0,37
SHWGF,Shandong Weigao Group Medical Polymer Company Limited,0.4311,1916404352.0,,Healthcare,,otc,health,20,18,38,,,,Medical Instruments & Supplies,"Shandong Weigao Group Medical Polymer Company Limited engages in the research and development, production, wholesale, and sale of medical devices in the People's Republic of China and internationally. It operates through Medical Device Products, Orthopedic Products, Pharma Packaging Products, Interventional Products, Blood Management Products, and Others segments. The company offers medical device products, including safe infusion, clinical nursing, perioperative, endocrine, urinary, rehabilitation system, and extracorporeal circulation solutions; pharma packaging products comprising prefilled drug delivery system, pharmaceutical packaging consumables, and automatic drug delivery systems; and orthopedic products that include spine, joint, trauma, sports medicine, bone repair material, and spinal endoscope products, as well as orthopedic devices, PRP treatment consumables, and negative pressure drainage consumables. It also provides interventional products, such as tumor, vascular, and nursing interventions, as well as blood management products, including whole blood collection consumables and blood transfusion equipment. In addition, the company manufactures and sells medical PVC granules, plastic packing bags, and carton boxes; manufacture and sale of medical polymer materials and products; injection puncture instruments; computer technical services; and X-ray based irradiation machines. Further, it provides finance leasing, factoring, and consulting services. The company wa",Medical Instruments & Supplies,0.031,0.45568,13593833472.0,A,low-cost essential medical consumables at national scale,8494453760.0,4074198016.0,1225396736.0,2746724096.0,13593833472.0,0.031,0.45568,0.1649,15.568,4445381924.0,2357462528.0,13307.0,-0.227,17,,,1916404352.0,37
SHLS,Shoals Technologies Group Inc. Class A Common Stock,6.89,1159586688.0,United States,Technology,Semiconductors,exchange,infrastructure,22,18,40,,,,Solar,"Shoals Technologies Group, Inc. provides electrical balance of system (EBOS) solutions and components in the United States and internationally. The company designs, manufactures, and sells various products used by the solar and battery storage industries, including solar big lead assembly (BLA) solutions; homeruns, interconnection, and extension solutions; combiners and re-combiners; load break disconnects and transition solutions; wireless performance monitoring; and battery energy storage solutions (BESS). It also offers original equipment manufacturer (OEM) components; and technical support services during installation and the transition to operations and maintenance. The company sells its products to engineering, procurement, and construction firms that build solar energy projects; utilities; solar developers, independent power producers; solar module manufacturers; and charge point operators. Shoals Technologies Group, Inc. was founded in 1996 and is headquartered in Portland, Tennessee.",Solar,0.474,0.32109,588057984.0,A,solar wiring systems cut install cost per watt,15724000.0,233811008.0,-42993376.0,-19310000.0,588057984.0,0.474,0.32109,0.13808,37.881,168299950.0,166621999.0,1480.0,-0.125,15,runway 0.4y - dilution imminent,,1159586688.0,37
YMM,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),8.76,9162033152.0,China,Technology,Computer Software: Prepackaged Software,exchange,software:transport,20,20,40,desc,,,Software - Application,"Full Truck Alliance Co. Ltd., together with its subsidiaries, operates a digital freight platform that connects shippers with truckers to facilitate shipments across distance ranges, cargo weights, and types in the People's Republic of China and Hong Kong. The company offers freight matching services, such as freight listing and brokerage services; and transaction services, as well as various value-added services, such as credit solutions, insurance brokerage, software solutions, electronic toll collection, Intelligent Driving Related Services, and energy services. It also provides technology development and other services. Full Truck Alliance Co. Ltd. was founded in 2011 and is based in Guiyang, China.",Software - Application,0.044,0.87264997,12780792832.0,A,freight matching platform cuts empty truck miles,23554768896.0,24858000.0,6012681216.0,6700134912.0,12780792832.0,0.044,0.87264997,0.43945998,0.059,932510215.0,764078590.0,8251.0,0.004,17,,,9162033152.0,37
MBLY,Mobileye Global Inc. Class A Common Stock,8.68,7379628544.0,Israel,Technology,Computer Software: Prepackaged Software,exchange,transport,20,20,40,,,,Auto Parts,"Mobileye Global Inc. develops and deploys advanced driver assistance systems (ADAS) and autonomous driving technologies and solutions in the United States, Europe, China, and internationally. It operates through two segments, Mobileye and Moovit. It offers end-to-end ADAS and autonomous driving solutions, including Base ADAS, a front camera that delivers a combination of intelligent safety features to avoid unsafe driving situations; Cloud-Enhanced ADAS, which leverages crowdsourced data to offer accurate localization; safer, smoother, and natural driving experience; and Mobileye Surround ADAS that offer eyes-on/hands-off functionality for highway ODDs with features, such as automatic lane change, front and rear collision avoidance, traffic jam assist, and a Highway Pilot function, as well as includes DXP support that enables customers to customize the driving experience. It also provides Mobileye SuperVision, a eyes-on/hands-off driver assist system for autonomous vehicles; Mobileye Chauffeur, an eyes-off/hands-off solution for consumer vehicles; and Mobileye Drive, a fleet-focused end-to-end self-driving system that enables automakers, public transportation companies, and transportation network operators to offer a no-driver solution for robotaxis, ride-pooling, public transport, and goods delivery. In addition, it offers EyeQ SoC that provide drivers with basic safety features covered by front-facing sensing, such as collision warning, lane departure warnings, pedestrian a",Auto Parts,0.004,0.47370997,2016000000.0,A,deployed ADAS at scale lowers crash cost per mile,1443000064.0,0.0,654124992.0,490000000.0,2016000000.0,0.004,0.47370997,-0.05906,,252419583.0,176583964.0,4200.0,,17,,,7379628544.0,37
BORAY,"Bora Pharmaceuticals Co., Ltd./ADR",2.39,304849344.0,,Healthcare,,sec_only,health,20,15,35,,,,Drug Manufacturers - Specialty & Generic,"Bora Pharmaceuticals Co., LTD. engages in contract development, manufacture, and sale of pharmaceuticals in Europe, the United States, Taiwan, and internationally. The company operates through Sales, CDMO, and Other segments. It manufactures and sells generic, brand, and over the counter (OTC) drugs. The company also offers contract development and manufacturing services and technical services for the development of pharmaceutical products. In addition, it provides Western pharmaceuticals, including central nervous system medications, antibiotics, and gastrointestinal medications; and nutritional and vitamin supplements, physical recovery, and health care products. The company sells its products directly to clinics, pharmacies, pharmacy chains, and drug stores, as well as through distributors to medical centers, corporate and public hospitals, and regional and district hospitals. Bora Pharmaceuticals Co., LTD. was incorporated in 2007 and is based in Taipei City, Taiwan.",Drug Manufacturers - Specialty & Generic,0.21,0.39969003,19557484544.0,A,generics plus CDMO manufacturing cut drug cost,8489827840.0,19530647552.0,3855276032.0,3123454976.0,19557484544.0,0.21,0.39969003,0.16753,111.378,127552019.0,372080776.0,,-0.129,16,heavy net debt vs cap,,304849344.0,36
WRTBY,Wärtsilä Oyj Abp,7.01,20663597056.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"Wärtsilä Oyj Abp offers technologies and lifecycle solutions for the marine and energy markets worldwide. It offers energy storage; engine and hybrid power plants; and data centre power solutions, as well as lifecycle solutions, lifecycle upgrades, spare parts and field services, and decarbonisation solutions. It also provides engine power plant products, such as gas, multi-fuel, and diesel engines; Quantum BESS portfolio, a battery energy storage system (BESS) solutions; GEMS Digital Energy Platform, a software platform that monitors, controls, and optimizes energy assets on site and portfolio levels. In addition, the company offers power and propulsion products, such as electric shipping and hybrid ships, engine and generating sets, propulsors and gears, and shaft line solutions; liquid and gas handling products, including ballast water management, freshwater generation, waste and wastewater treatment, gas solutions, and exhaust treatment equipment; port and fleet optimization; simulation and training solutions; and marine navigation solutions. Further, it provides spare parts, technical support, maintenance and repair, lifecycle upgrades, lifecycle agreements, training, and cyber services; and decarbonization solutions for existing fleets and newbuild vessels. The company was founded in 1834 and is headquartered in Helsinki, Finland.",Specialty Industrial Machinery,-0.022,0.46662998,6892000256.0,A,marine power and grid storage balance energy systems,2219000064.0,551000000.0,885625024.0,1496000000.0,6892000256.0,-0.022,0.46662998,0.12123,21.693,2947731240.0,2342208289.0,17313.0,0.078,14,revenue shrinking -2%,,20663597056.0,36
PSSWF,PSI Software SE,23.7924,383999840.0,,Technology,,otc,software:water,22,15,37,desc,,,Software - Application,"PSI Software SE develops software products for optimizing the flow of energy and materials for utilities and industry worldwide. It operates through Grid & Energy Management; Process Industries & Metals; Discrete Manufacturing; and Logistics segments. It provides NEPLAN V10/360, a solution for planning electricity, gas, water, and heating/cooling grids; PSIairport, a software for passenger and baggage handling; PSIasm/Qualicision, a planning and monitoring software; PSIcarlos, an operations planning system; PSIcds, a commercial dispatching system; PSIcommand, a tool for operating and servicing the grid infrastructure; PSIconnect, a platform for grid digitalization; PSIcontrol, a control system for monitoring, controlling, and simulating; PSIcontrol/Gas, a network control system; PSIdeepqualicision AI, a value-adding process data analysis; PSIganesi/Online, a simulation and monitoring of gas flows; and PSIganesi/Studio, a simulation of flow states. The company also offers PSIgasguide for maintaining network and determining optimal operating modes; PSIglobal, a supply chain network design; PSIgridmobile for digitalization of the field service; PSImarket, a software for energy trade and sales; PSImetals, a production management solution; PSIngo, a grid operator; PSIpenta/ERP, an ERP system; PSIpenta/MES, a manufacturing execution system; PSIpipelines for pipeline operations; PSIprins for optimal management across the energy grids; PSIqualicision AI, a multicriteria decision supp",Software - Application,0.107,0.15269,291041984.0,A,software optimizing electricity gas water grids and logistics,24129000.0,89481000.0,-6239625.0,-941000.0,291041984.0,0.107,0.15269,0.01516,154.131,16139600.0,4065765.0,2241.0,,14,thin gm 15%,,383999840.0,36
