ticker,sector,industry,summary,cap,price,revGrowth,grossM,cash,debt,fcf,revenue
NAGE,Healthcare,Biotechnology,"Niagen Bioscience, Inc. operates as a bioscience company engages in developing healthy aging products. The company operates through Consumer products; Ingredients; and Pharmaceutical Segments. It provides finished dietary supplement products that contain its proprietary ingredients directly to consumers and distributors; nicotinamide adenine dinucleotide (NAD+), an essential coenzyme that regulates cellular metabolism; and develops and commercializes proprietary-based ingredient technologies, in",260720176.0,3.295,-0.043,0.64239,66588000.0,2329000.0,1641375.0,129084000.0
NKTX,Healthcare,Biotechnology,"Nkarta, Inc., a clinical-stage biopharmaceutical company, develops and commercializes natural killer cell therapies for cancer and autoimmune disease treatment. Its lead product candidate is NKX019, a chimeric antigen receptor-natural killer (CAR NK) targeting the CD19 antigen, which is in Phase 1 clinical trial for the treatment of lupus nephritis; systemic sclerosis; idiopathic inflammatory myopathy; and antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis, as well as for systemic ",187298832.0,2.615,,0.0,182764000.0,73539000.0,-55131500.0,
NBP,Healthcare,Biotechnology,"NovaBridge Biosciences, a biotechnology company, engages in the research and development of immuno-oncology agents for the treatment of cancer in the United States. The company operates through two segments, Oncology and Ophthalmology. Its product pipeline comprises givastomig, a potential CLDN18.2 bispecific antibody, which is in phase 2 clinical trial combination with nivolumab and chemotherapy for the treatment of gastric cancer and other CLDN18.2-positive gastrointestinal malignancies; Phase",215106224.0,1.86,,0.0,190847008.0,4458000.0,-47586248.0,
NRXP,Healthcare,Biotechnology,"NRx Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops therapeutics for the treatment of central nervous system disorders comprising suicidal depression, post-traumatic stress disorder (PTSD), and schizophrenia in the United States. It operates through NRx and Dura segments. The company develops NRX-101, an oral fixed-dose combination of D-cycloserine (DCS) and lurasidone in Phase 2/3 clinical testing for bipolar depression with sub-acute ideation and behavior; NRX-100, ",148504480.0,3.43,,0.46640998,26686000.0,834000.0,-9639625.0,3394000.0
NUS,Consumer Defensive,Household & Personal Products,"Nu Skin Enterprises, Inc., together with its subsidiaries, engages in the development and distribution of various beauty and wellness products worldwide. It offers skin care devices, cosmetics, and other personal care products, including ageLOC LumiSpa, ageLOC LumiSpa iO, and Nu Skin RenuSpa iO; ageLOC TruFace and ageLOC LumiSpa cleansers and devices; Prysm iO, a data-enabled wellness device; and Nutricentials beauty and Beauty Focus wellness brands. The company also provides wellness products, ",235594912.0,4.84,-0.171,0.69187,191386000.0,288096000.0,35201500.0,1375250944.0
OCGN,Healthcare,Biotechnology,"Ocugen, Inc., a biopharmaceutical company, focuses on discovering, developing, and commercializing novel gene and cell therapies, biologic, and vaccines that improve patients' health. The company's pipeline product includes OCU400, a novel gene therapy product candidate restoring retinal integrity and function across a range of genetically diverse inherited retinal diseases, currently under Phase 3 trials for the treatment of retinitis pigmentosa and Phase 1/2 trials for the treatment of leber c",473059008.0,1.395,0.084,0.0,100051000.0,87986000.0,-1974375.0,4581000.0
ONCY,Healthcare,Biotechnology,"Oncolytics Biotech Inc., a clinical-stage biopharmaceutical company, engages in the research, development, and commercialization of oncology treatments. The company develops pelareorep, an intravenously delivered immunotherapeutic agent for the treatment of gastrointestinal (GI) tumors, metastatic colorectal cancer, anal cancer, and metastatic pancreatic cancer. It has an agreement with Roche Holding AG to supply its immune checkpoint inhibitors, atezolizumab, for use in its ongoing sponsored ",109608032.0,0.8596,,0.0,4115000.0,448000.0,-12010852.0,
OKUR,Healthcare,Biotechnology,"OnKure Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery and development of precision medicines that target biologically validated drivers of cancers and other diseases. Its lead product candidate includes OKI-219, a selective inhibitor of phosphoinositide 3-kinase alpha (PI3Ka) harboring the H1047R mutation that is in Phase 1 clinical trial for the treatment of solid tumors, including breast cancer. The company was founded in 2011 and is headquartered in B",153885968.0,3.8,,0.0,176386000.0,926000.0,-27106500.0,
IRD,Healthcare,Biotechnology,"Opus Genetics, Inc., a clinical-stage biopharmaceutical company, develops gene therapies to restore vision and prevent blindness in patients with inherited retinal diseases (IRDs) and other types of therapies for additional ophthalmic disorders. It develops OPGx-LCA5, an early-onset retinal degeneration that is in Phase 1/2 clinical trial for the treatment of LCA5-associated IRD; and OPGx-BEST1 to treat BEST1-associated retinal disease. The company also develops various pre-clinical IRD programs",326959584.0,3.93,-0.738,-2.91853,88812000.0,36204000.0,-38555752.0,9856000.0
ORMP,Healthcare,Biotechnology,"Oramed Pharmaceuticals Inc. engages in the research and development of pharmaceutical solutions with a technology platform for the oral delivery of therapeutic proteins. It develops ORMD-0801, an oral insulin capsule, which is in phase III clinical trial for the treatment of individuals with diabetes. The company has license agreements with Oravax Medical Inc. to commercialize oral vaccines for COVID-19. Oramed Pharmaceuticals Inc. was incorporated in 2002 and is headquartered in New York, New Y",221297920.0,5.32,,0.0,50612000.0,733000.0,2511500.0,0.0
OBIO,Healthcare,Biotechnology,"Orchestra BioMed Holdings, Inc. operates as a biomedical company in the United States. The company's flagship product candidates include Atrioventricular Interval Modulation, a bioelectronic therapy candidate designed to immediately, substantially, and persistently lower blood pressure; and Virtue Sirolimus AngioInfusion Balloon for the treatment of atherosclerotic artery disease. It also develops Cardiac Neuromodulation Therapy for heart failure, or potential treatment of clinical indications, ",320960960.0,5.34,-0.895,0.99509,109963000.0,70760000.0,-31812624.0,31976000.0
OGI,Healthcare,Drug Manufacturers - Specialty & Generic,"Organigram Global Inc. engages in the production and sale of cannabis and cannabis-derived products in Canada. It offers medical cannabis products, including whole flower, milled flower, pre-rolls, infused pre-rolls, vapes, beverages, gummies, and concentrates; and adult use recreational cannabis under the SHRED, Big Bag O' Buds, Monjour, Trailblazer, SHRED'ems, Edison Cannabis Co., Boxhot, Edison JOLTS, Wola, Rizzlers, DEBUNK, Tremblant, and Laurentian brands. The company also engages in the wh",176258112.0,1.25,0.494,0.36543,11667000.0,20973000.0,421500.0,309175008.0
ORGO,Healthcare,Drug Manufacturers - Specialty & Generic,"Organogenesis Holdings Inc., a regenerative medicine company, develops, manufactures, and commercializes products for the advanced wound care, and surgical and sports medicine markets in the United States. Its advanced wound care products include Affinity and Novachor, which are amnion and chorion placental allografts for use in the care of chronic and acute wounds as protective barriers and extracellular matrix (ECM) scaffolds; Apligraf, a bioengineered bi-layered skin substitute for the treatm",219390096.0,1.705,-0.567,0.71487,46097000.0,66950000.0,28450000.0,457454016.0
OTLK,Healthcare,Biotechnology,"Outlook Therapeutics, Inc., operates as a clinical-stage biopharmaceutical company, focuses on developing and commercializing monoclonal antibodies for ophthalmic indications. Its lead product candidate is ONS-5010, an ophthalmic bevacizumab product formulation of bevacizumab product candidate that is in Phase-III clinical trial for the treatment of wet age-related macular degeneration and other retina diseases. Outlook Therapeutics, Inc. has collaboration agreements with Cencora. Outlook Therap",156936352.0,0.6467,-0.994,0.0,11242068.0,18431144.0,-37357632.0,-1163481.0
PALI,Healthcare,Biotechnology,"Palisade Bio, Inc., a clinical-stage biopharmaceutical company, engages in developing oral phosphodiesterase-4 inhibitor prodrugs designed for targeted delivery to the terminal ileum and colon in the United States. Its lead clinical product candidate includes PALI-2108, which is in phase 1b clinical trial to treat patients with inflammatory bowel disease, including ulcerative colitis and Fibrostenotic Crohn's disease. The company has a research collaboration and license agreement with Giiant Pha",368582240.0,2.115,,1.0,125172000.0,0.0,-8654125.0,500000.0
PTHS,Healthcare,Biotechnology,"Pelthos Therapeutics Inc., a bio-pharmaceutical company, develops and commercializes therapeutic products to help patients with unmet treatment burdens. The company offers ZELSUVMI for the treatment of molluscum contagiosum in adults and children 1 year of age and older; XEPI, (ozenoxacin) cream, a quinolone antimicrobial for the treatment of impetigo due to Staphylococcus aureus or Streptococcus pyogenes in adult and pediatric patients 2 months of age and older; and XEGLYZE, a pediculicide indi",102105272.0,26.67,,0.75577,24192000.0,73109000.0,-36573780.0,43304000.0
PEPG,Healthcare,Biotechnology,"PepGen Inc., a clinical-stage biotechnology company, develops oligonucleotide therapeutics for the treatment of severe neuromuscular and neurologic diseases in the United States. The company engages in the development of PGN-EDODM1, an EDO peptide-conjugated PMO, which is in Phase 2 clinical trial for the treatment of myotonic dystrophy type 1; and FREEDOM2-DM1, which is in Phase 2 for the treatment of myotonic dystrophy type 1. It is also involved in FREEDOM-OLE, an open label expansion study. ",222724880.0,3.22,,0.0,117238000.0,16093000.0,-43254624.0,
CATX,Healthcare,Medical Devices,"Perspective Therapeutics, Inc., a radiopharmaceutical development company, develops and commercializes precision targeted alpha therapies (TAT) to treat cancer in the United States. It discovers and develops its initial drug candidate VMT-a-NET that is in Phase 1/2a clinical trials for patients with unresectable or metastatic somatostatin receptor type 2 (SSTR2)-expressing neuroendocrine tumors that have not previously received peptide-targeted radiopharmaceutical therapy, such as Lutathera, a b",363002304.0,3.18,-0.721,0.0,236876000.0,3963000.0,-69425624.0,409000.0
DTIL,Healthcare,Biotechnology,"Precision BioSciences, Inc., a clinical stage gene editing company, develops in vivo gene editing therapies for gene edits, including gene insertion, excision, and elimination in the United States. The company offers ARCUS, a genome editing platform for DNA genome insertion, removal, and repair. It also provides PBGENE-HBV for the treatment of chronic hepatitis B virus (HBV) to eliminate covalently closed circular DNA with direct cuts and edits, as well as to inactivate integrated HBV DNA with t",235027248.0,8.515,,1.0,87549000.0,28101000.0,-16252500.0,45055000.0
PMN,Healthcare,Biotechnology,"ProMIS Neurosciences, Inc. discovers and develops antibody therapies and therapeutic vaccines for neurodegenerative diseases and other misfolded protein diseases in Canada. The company's proprietary discovery platform comprises ProMIS, which enables drug discovery through a combination of protein biology, physics, and supercomputing. Its lead product candidates include PMN310, a monoclonal antibody (mAb) for toxic oligomers for treating Alzheimer's disease; PMN267 for the treatment of amyotrophi",129314136.0,14.42,,0.0,53463032.0,0.0,-26835196.0,
PRQR,Healthcare,Biotechnology,"ProQR Therapeutics N.V., a clinical-stage biotechnology company, focuses on the discovery and development of novel therapeutic medicines. The company develops an RNA editing platform through its Axiomer RNA editing technology for genetic disorders with unmet needs. Its lead product candidate, AX-0810, targets na-taurocholate cotransporting polypeptide (NTCP) for the treatment of cholestatic diseases. The company also develops AX-2402, which targets methyl CpG binding protein 2 mutations for Rett",324573792.0,2.3,1.204,1.0,117125000.0,15312000.0,-19073124.0,18423000.0
PLX,Healthcare,Biotechnology,"Protalix BioTherapeutics, Inc., a biopharmaceutical company, engages in the development, production, and commercialization of recombinant therapeutic proteins based on the ProCellEx plant cell-based protein expression system. The company provides Elelyso for the treatment of Gaucher disease; and Elfabrio for the treatment of adult patients with a confirmed diagnosis of Fabry disease. It is also developing PRX-115, a plant cell expressed recombinant PEGylated Uricase, which is in Phase 2 trial fo",194177664.0,2.41,0.271,0.45768002,40656000.0,9207000.0,2992375.0,80619000.0
TARA,Healthcare,Biotechnology,"Protara Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in advancing transformative therapies for the treatment of cancer and rare diseases. The company's lead program is TARA-002, an investigational cell therapy, which is in Phase II clinical trial for the treatment of non-muscle invasive bladder cancer and lymphatic malformations. It is also developing intravenous choline chloride, an investigational phospholipid substrate replacement therapy for patients receiving pare",232262992.0,3.9303,,0.0,142494000.0,2749000.0,-40488000.0,
PRTA,Healthcare,Biotechnology,"Prothena Corporation plc, a late-stage clinical biotechnology company, focuses on discovery and development of novel therapies to treat diseases caused by protein dysregulation. Its product pipeline includes Prasinezumab, an investigational humanized monoclonal antibody which is in Phase 3 clinical trial for the treatment of parkinson's disease and other synucleinopathies. The company also develops Coramitug, an investigational antibody, which is in Phase 3 clinical trial for the treatment of tr",475708960.0,9.2664,-0.771,-0.19107,288192992.0,6991000.0,-54222500.0,54530000.0
PBYI,Healthcare,Biotechnology,"Puma Biotechnology, Inc., a biopharmaceutical company, focuses on the development and commercialization of products to enhance cancer care in the United States and internationally. It offers NERLYNX, an oral version of neratinib that is used to treat adult patients with early stage HER2-overexpressed/amplified breast cancer; and advanced or metastatic HER2-positive breast cancer when combined with capecitabine. The company also develops alisertib, a small molecule inhibitor of aurora kinase A fo",469226400.0,9.09,0.078,0.74832,93903000.0,4817000.0,32473124.0,231244000.0
PYXS,Healthcare,Biotechnology,"Pyxis Oncology, Inc., a clinical stage company, engages in the development of therapeutics to treat solid tumors. Its lead antibody-drug conjugates (ADC) product candidate is PYX-201, an investigational novel ADC consisting of human immunoglobulin G1 (IgG1), which is in Phase 1 clinical trial to treat patients with relapsed or refractory solid tumors; PYX-102, an investigational immunotherapeutic targeting KLRG1, an inhibitory receptor on T cells and NK cells, with potential for use as monothera",269408000.0,3.23,,0.78366,32996000.0,17832000.0,-23186750.0,11038000.0
QTTB,Healthcare,Biotechnology,"Q32 Bio Inc., a clinical-stage biotechnology company, develops novel biologics to restore healthy immune balance in patients with alopecia areata and other autoimmune and inflammatory diseases driven by pathological immune dysfunction. The company is developing Bempikibart (ADX-914), a fully human antiinterleukin-7 receptor alpha antagonist monoclonal antibody which completed Phase 2a clinical trials, designed to re-regulate adaptive immune function by blocking signaling mediated by interleukin",486433088.0,16.34,,0.73301005,106270000.0,5296000.0,19392250.0,53737000.0
QUCY,Healthcare,Diagnostics & Research,"Quantum Cyber N.V. operates as a technology company focused on cybersecurity and quantum computing solutions. The company pursues acquisitions and partnerships in areas including post-quantum cryptography, zero-trust architecture, and national security technologies. It also develops platforms that integrate artificial intelligence (AI) and quantum computing technologies for autonomous control systems used in unmanned aerial, ground, and underwater vehicles, including drones, self-driving vehicle",114332744.0,1.36,,0.72576,13376044.0,168670.0,-7630069.0,537080.0
RFL,Real Estate,Real Estate Services,"Rafael Holdings, Inc. primarily engages in holding interests in clinical and early-stage pharmaceutical companies, and medical devices in the United States and Israel. It operates in three segments, Healthcare, Infusion Technology, and Real Estate. The company engages in the development and commercialization of therapies that exploit the metabolic differences between normal cells and cancer cells. Its lead drug candidate is Trappsol Cyclo, which is in phase 3 clinical trial being evaluated for t",116999992.0,2.25,-0.506,0.95102,30497000.0,610000.0,-20674000.0,980000.0
RANI,Healthcare,Biotechnology,"Rani Therapeutics Holdings, Inc. operates as a clinical stage biotherapeutics company, focusing on technologies to enable the administration of biologics and drugs orally for patients, physicians, and healthcare systems with a alternative to painful injections in the United States. The company develops the RaniPill capsule, a drug-agnostic oral delivery platform to deliver a variety of drug substances, including oligonucleotides, peptides, proteins, and antibodies. Its product pipeline includes ",119132448.0,0.8478,,1.0,53391000.0,3549000.0,-8874375.0,4877000.0
RLMD,Healthcare,Biotechnology,"Relmada Therapeutics, Inc. operates as a clinical-stage biotechnology company in the United States. The company focuses on the development of NDV-01, a controlled-release intravesical formulation of gemcitabine and docetaxel, which is in Phase 2 clinical trial for patients with aggressive forms of non-muscle invasive bladder cancer; and Sepranolone, a neurosteroid epimer of allopregnanolone, which is Phase 2b-ready for the potential treatment of prader-willi syndrome, tourette syndrome, excessiv",486947872.0,4.565,,0.0,116443344.0,110247.0,-7737662.0,
RZLT,Healthcare,Biotechnology,"Rezolute, Inc., a late-stage rare disease company, focused on improving outcomes for individuals with hypoglycemia caused by hyperinsulinism in the United States. Its lead clinical asset is ersodetug, an intravenously administered human monoclonal antibody that is in Phase 3 clinical trial for the treatment of congenital hyperinsulinism, an ultra-rare pediatric genetic disorder, as well as for the treatment of hypoglycemia; and clinical trials of ersodetug for tumor hyperinsulinism. The company ",479535808.0,4.98,,0.0,120268000.0,1111000.0,-43713752.0,
RCKT,Healthcare,Biotechnology,"Rocket Pharmaceuticals, Inc., together with its subsidiaries, operates as a late-stage biotechnology company that focuses on developing, manufacturing, and selling of genetic therapies for rare and devastating diseases in the United States. It develops in vivo adeno-associated viral (AAV) programs, which include programs for Danon disease (DD), a multi-organ lysosomal-associated disorder leading to early death due to heart failure (RP-A501), which is in Phase 2 trial; Plakophilin-2 Arrhythmogeni",394639680.0,3.595,,0.0,283747008.0,24798000.0,86136624.0,
SABS,Healthcare,Biotechnology,"SAB Biotherapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development of human polyclonal immunotherapeutic antibodies to address immune system disorders and infectious diseases in the United States. Its lead product candidate is SAB-142, a potentially disease-modifying and redosable immunotherapy in clinical development for the treatment of autoimmune type 1 diabetes in Phase 2b clinical trials. The company was founded in 2014 and is headquartered in Miami Beach, Flo",352026240.0,3.869,,0.0,102632000.0,5132000.0,-28842384.0,
MSLE,Healthcare,Biotechnology,"Satellos Bioscience Inc., a clinical-stage drug development company, focuses on restoring natural muscle repair and regeneration in degenerative muscle diseases in Canada, the United States, and Australia. The company uses its proprietary discovery platform MyoReGenX, an automated microscopy system that recapitulates the muscle stem cell environment ex-vivo. It develops SAT-3247, an oral, small molecule drug candidate for the treatment of Duchenne muscular dystrophy disease. The company has a li",200813600.0,9.465,,0.0,61839000.0,0.0,-16919124.0,
SBC,Industrials,Consulting Services,"SBC Medical Group Holdings Incorporated, together with its subsidiaries, provides management services to cosmetic treatment centers in Japan, Vietnam, the United States, and Singapore. The company offers advertising and marketing services across social media networks; staff management services, such as recruitment and training; booking reservations for franchisee clinic customers; assistance with franchisee employee housing rentals; leasehold improvement services; and design services for clinics",421672448.0,4.1,0.134,0.71852994,184619136.0,48233080.0,63194560.0,175168576.0
SIGA,Healthcare,Drug Manufacturers - Specialty & Generic,"SIGA Technologies, Inc., a commercial-stage pharmaceutical company, focuses on the health security market in the United States. The company's lead product is TPOXX, an antiviral drug for the treatment of human smallpox disease caused by variola virus. SIGA Technologies, Inc. was incorporated in 1995 and is headquartered in New York, New York.",220219376.0,3.065,-0.495,0.16275999,117584448.0,439397.0,-23986764.0,53658920.0
SION,Healthcare,Biotechnology,"Sionna Therapeutics, Inc., a clinical-stage biopharmaceutical company, researches and develops medicines for the treatment of cystic fibrosis (CF). It develops galicaftor (SION-2222), a transmembrane domain 1 (TMD1)-directed cystic fibrosis transmembrane conductance regulator (CFTR) that has completed Phase 2 trial; navocaftor (SION-3067), a potentiator that has completed Phase 2 trial; SION-109, an intracellular loop 4 directed CFTR corrector that has completed Phase 1 trial; SION-2851, a TMD1-",276320000.0,6.12,,0.0,211031008.0,8069000.0,-45443752.0,
SNDL,Consumer Defensive,Beverages - Wineries & Distilleries,"SNDL Inc. engages in the production, distribution, and sale of cannabis products for the adult-use market in Canada and internationally. It operates through four segments: Liquor Retail, Cannabis Retail, Cannabis Operations, and Investments. The company engages in the cultivation, distribution, and sale of cannabis for the adult-use and medical markets; sale of wines, beers, and spirits through liquor stores under the Wine and Beyond, Ace Liquor, and Liquor Depot retail banners; and private sale",341910464.0,1.375,-0.037,0.26235,183610000.0,166376992.0,35194000.0,928390016.0
SLGL,Healthcare,Biotechnology,"Sol-Gel Technologies Ltd., together with its subsidiary Sol-Gel Technologies Inc., develops topical dermatological drugs for patients with severe skin conditions in Israel, China, Switzerland, Canada, the United States and internationally. The company offers Twyneo, a once-daily, non-antibiotic topical cream for the treatment of acne vulgaris; and Epsolay, a once-daily topical cream for the treatment of papulopustular (subtype II) rosacea. It also develops SGT-610 that is in Phase 3 clinical tri",260315664.0,79.51,-0.966,0.0,47929000.0,770000.0,-2120250.0,1795000.0
SPRB,Healthcare,Biotechnology,"Spruce Biosciences, Inc. is a biopharmaceutical company focused on developing and commercializing novel therapies for neurological disorders. The company develops TA-ERT, a fusion protein comprised of recombinant human alpha-N-acetylglucosaminidase, which is an enzyme replacement therapy for patients with Sanfilippo Syndrome Type B. It also develops Tildacerfont for treating a highly debilitating mental disorder characterized by depressed mood with cognitive-affective and somatic changes, includ",174898064.0,60.855,,0.0,96295000.0,7672000.0,-20647500.0,
SRZN,Healthcare,Biotechnology,"Surrozen, Inc., a biotechnology company, discovers and develops product candidates to selectively modulate the Wnt pathway for tissue repair. Its lead product candidates are antibody-based therapeutics that target various disease areas, including diseases of the eye, intestine, liver, lung, retina, kidney, cochlea, cornea, skin, pancreas, and central nervous system. The company develops SZN-814, which combines Frizzled 4 (Fzd4 agonism) and vascular endothelial growth factor (VEGF antagonism) to ",276561216.0,23.53,4.086,-2.00382,102039000.0,6316000.0,-21751750.0,11511000.0
STRO,Healthcare,Biotechnology,"Sutro Biopharma, Inc. operates as an oncology company. The company develops site-specific and novel-format antibody drug conjugates (ADCs) that enables its proprietary integrated cell-free protein synthesis platform, XpressCF; and site-specific conjugation platform, XpressCF+. Its lead product candidate includes STRO-004, a tissue factor (TF) targeting ADC for the treatment of TF-expressing solid tumors, including non-small cell lung cancer, head and neck squamous cell carcinoma, cervical cancer",351355008.0,21.19,-0.846,-2.1671,164346000.0,10783000.0,-100756000.0,45702000.0
TNYA,Healthcare,Biotechnology,"Tenaya Therapeutics, Inc., a clinical-stage biotechnology company, discovers, develops, and delivers therapies for heart disease in the United States. Its lead product candidate includes TN-201, a gene therapy for myosin binding protein C3-associated hypertrophic cardiomyopathy that is in Phase 1b/2 clinical trial; TN-401, a gene therapy for plakophilin 2-associated arrhythmogenic right ventricular cardiomyopathy, which is in Phase 1b/2 clinical trial; and TN-301, a small molecule histone deacet",158283968.0,0.7059,,1.0,78085000.0,3949000.0,-32600500.0,1335000.0
TLSA,Healthcare,Biotechnology,"Tiziana Life Sciences Ltd, together with its subsidiaries, engages in the research and development of therapies for neurodegenerative and neuroinflammatory diseases in the United Kingdom and internationally. It develops Foralumab TZLS-401, a human anti-CD3 monoclonal antibody, which is Phase II clinical trial for the treatment of non-active secondary progressive multiple sclerosis, Alzheimer's disease, multi system atrophy, and amyotrophic lateral sclerosis; and TZLS-501, a human anti-IL-6R mono",138076160.0,1.085,,0.0,4010000.0,456000.0,-5476750.0,
TNXP,Healthcare,Biotechnology,"Tonix Pharmaceuticals Holding Corp., a fully integrated biopharmaceutical company, develops and commercializes therapies for central nervous system (CNS) disorders, immunology and immuno-oncology, infectious diseases, and rare diseases in the United States. The company offers TONMYA, a cyclobenzaprine HCl sublingual tablet for the treatment of fibromyalgia. It also markets Zembrace SymTouch and Tosymra for the treatment of acute migraine with or without aura in adults. In addition, the company d",235655072.0,13.74,5.779,0.83829004,176232000.0,1272000.0,-95760248.0,29102000.0
HURA,Healthcare,Biotechnology,"TuHURA Biosciences, Inc., a clinical stage immuno-oncology company, that develops novel technologies for the treatment of cancer immunotherapies. The company's lead product candidate includes IFx2.0, an innate immune agonist designed to overcome primary resistance to checkpoint inhibitors. It is also preparing to initiate a single randomized placebo-controlled which is in Phase 3 registration trial of IFx-2.0 administered as an adjunctive therapy to Keytruda; and Delta receptor technology to dev",134960224.0,2.1178,,0.0,995977.0,9179367.0,-18276332.0,
TTRX,Healthcare,Biotechnology,"Turn Therapeutics Inc., operates as a pharmaceuticals company that develops drugs to treat diseases of the skin, nails, and eye. The company's delivery technology penetrates the skin and nails and reduces antibiotic through acute and chronic wound care products, enabling healthcare institutions to care for a variety of skin conditions, ranging from acute to chronic wounds, skin conditions, and dermatoses. The company was formerly known as Global Health Solutions, Inc and change its name to Turn ",300640256.0,9.9,,0.0,10288510.0,6121036.0,4167285.0,
UNCY,Healthcare,Biotechnology,"Unicycive Therapeutics, Inc., a clinical-stage biotechnology company, identifies, develops, and commercializes therapies for the treatment of kidney diseases in the United States. It develops oxylanthanum carbonate, a lanthanum-based phosphate binding agent, which is for the treatment of hyperphosphatemia in patients with chronic kidney disease on dialysis; and UNI-494, a nicotinamide ester derivative and a selective ATP-sensitive mitochondrial potassium channel activator, which is in Phase I cl",149428960.0,5.455,,0.0,61425000.0,671000.0,-12716250.0,
UPB,Healthcare,Biotechnology,"Upstream Bio, Inc., a clinical-stage biotechnology company, develops treatments for inflammatory diseases focusing on severe respiratory disorders. It offers verekitug, which is in Phase 2 trials for the treatment of severe asthma and chronic rhinosinusitis with nasal polyps and chronic obstructive pulmonary disease and in Phase I clinical trial for treating chronic obstructive pulmonary disease. The company was incorporated in 2021 and is headquartered in Waltham, Massachusetts.",389969792.0,7.12,-0.175,1.0,261307008.0,954000.0,-86616000.0,3158000.0
USNA,Consumer Defensive,Packaged Foods,"USANA Health Sciences, Inc. develops, manufactures, and sells science-based nutritional, personal care, and skincare products in the Asia Pacific, the Americas, and Europe. It operates in two segments, Core nutritional and Hiya Direct-To-Consumer. The company offers USANA nutritional optimizers, including supplements for cardiovascular health, skeletal/structural health, and digestive health; Essentials/CellSentials, such as vitamin and mineral supplements for age group beginning with children 1",252297072.0,13.655,-0.053,0.77446,168560000.0,0.0,49128500.0,913361024.0
VNDA,Healthcare,Biotechnology,"Vanda Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of therapies to address high unmet medical needs worldwide. The company's commercial portfolio includes Fanapt for the acute treatment of manic or mixed episodes associated with bipolar I disorder and the treatment of schizophrenia; HETLIOZ to treat non-24-hour sleep-wake disorders and nighttime sleep disturbances; PONVORY to treat relapsing forms of multiple sclerosis; and NEREUSTM for prev",318638368.0,5.27,-0.039,0.93738997,170028992.0,22832000.0,-86717752.0,215720992.0
VRXA,Healthcare,Biotechnology,"VERAXA Biotech AG develops antibody-based therapeutics and antibody-drug conjugates for cancer treatment. The company develops antibody-based therapeutics, including antibody-drug conjugates and bispecific antibody formats, and offers a proprietary technology platform for functional antibody screening and bioconjugation. Its product pipeline includes drug candidates such as ADCs and BITACs, with some in clinical development, and it provides partnership models for collaborative development from t",223424336.0,1.58,,0.0,,,3074468.0,
VOGX,Healthcare,Biotechnology,"Vogenx, Inc. operates as a clinical-stage drug development company that develops therapeutics for metabolic including post-bariatric hypoglycemia, or PBH, and gastroparesis. Its products include drugs, such as Mizagliflozin and VGX-2857. It also offers VGX-001, a human monoclonal antibody for the treatment of type 1 diabetes (T1D). It caters to healthcare providers, physicians and third-party payors in the United States. The company was incorporated in 2021 and is based in Raleigh, North Carolin",427529408.0,28.78,,0.0,250753.0,835800.0,,
VYGR,Healthcare,Biotechnology,"Voyager Therapeutics, Inc., a biotechnology company, focuses on the human genetics for the cure of neurological diseases. Its product pipeline includes VY1706, a tau silencing gene therapy and VY7523, an anti-tau antibody program for the treatment of alzheimer's disease. The company also provides research program for the treatment of Huntington's disease. In addition, it offers TRACER, an adeno-associated virus (AAV) capsid discovery platform; ALPL-VYGR-NeuroShuttle, to target an undisclosed neu",214122368.0,3.475,-0.391,-2.3680902,116338000.0,32567000.0,-77310000.0,34459000.0
VTVT,Healthcare,Biotechnology,"vTv Therapeutics Inc., a late-stage biopharmaceutical company, focuses on developing oral small molecule drug candidates intended to treat people living with diabetes and other chronic diseases. Its lead drug candidate is cadisegliatin (TTP399), an orally administered small molecule and liver-selective glucokinase activator that is in Phase III clinical trial to treat type 1 diabetes. The company is also investing a range of molecules across various indications for chronic diseases. It has a lic",134235856.0,33.95,,0.22159,86643000.0,0.0,674375.0,36839000.0
WHWK,Healthcare,Biotechnology,"Whitehawk Therapeutics, Inc., a clinical-stage oncology therapeutics company that develops technologies to establish tumor biology for cancer treatments. It provides three next generation antibody drug conjugates (ADC) portfolio to treat cancer. The company was formerly known as Aadi Bioscience, Inc. and changed its name to Whitehawk Therapeutics, Inc. in August 2021. Whitehawk Therapeutics, Inc. was incorporated in 2007 and is headquartered in Morristown, New Jersey.",279344160.0,4.9,,0.0,189982000.0,0.0,-43611000.0,0.0
XFOR,Healthcare,Biotechnology,"X4 Pharmaceuticals, Inc., a biopharmaceutical company, focuses on the research, development, and commercialization of novel therapeutics for the treatment of rare diseases of the immune system. It offers XOLREMDI, an orally small-molecule selective antagonist of chemokine receptor CXCR4, which is in phase 3 clinical trial for the treatment of patients with warts, hypogammaglobulinemia, infections, and myelokathexis syndrome. It has a license agreement with Abbisko Therapeutics Co Ltd. to manufac",412946176.0,4.165,3.463,0.81511,207968992.0,77224000.0,-53310876.0,15847000.0
