ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry,summary,y_ind,revGrowth,grossM,revenue
AME,AMETEK Inc.,241.77,55428493312.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Specialty Industrial Machinery,"AMETEK, Inc. manufactures and sells electronic instruments (EIG) and electromechanical (EMG) devices in the United States and internationally. It operates through EIG and EMG segments. The company offers advanced instruments for the process, aerospace, power, and industrial markets; process and analytical instruments for the oil and gas, petrochemical, pharmaceutical, semiconductor, automation, and food and beverage industries; instruments to the laboratory equipment, ultra-precision manufacturing, medical, and test and measurement markets; power quality monitoring and metering devices, uninterruptible power supplies, programmable power and electromagnetic compatibility test equipment, and gas turbines sensors; dashboard instruments for heavy trucks and other vehicles; instrumentation and controls for food and beverage industries; and aircraft and engine sensors, embedded computing, monitoring, power supplies, fuel and fluid measurement, and data acquisition systems for aerospace and defense industry. It also provides engineered medical components and devices, automation solutions, thermal management systems, specialty metals, and electrical interconnects; single-use and consumable surgical instruments, implantable components, and drug delivery systems; engineered electrical connectors and electronics packaging; precision motion control products for data storage, medical devices, business equipment, automation, and other application; high-purity powdered metals, strips and fo",Specialty Industrial Machinery,0.15,0.36905998,7863923200.0
ASML,ASML Holding N.V. New York Registry Shares,1744.16,669931864064.0,Netherlands,Technology,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Semiconductor Equipment & Materials,"ASML Holding N.V. provides lithography solutions for the development, production, marketing, sales, upgrading, and servicing of advanced semiconductor equipment systems. The company offers lithography, metrology, and inspection systems. It also provides extreme ultraviolet lithography systems; and deep ultraviolet lithography systems comprising immersion and dry lithography systems solutions to manufacture various range of semiconductor nodes and technologies. In addition, the company offers metrology and inspection systems, including YieldStar optical metrology systems, a diffraction-based wafer metrology platform to assess the quality of patterns on the wafers; and HMI electron beam solutions to locate and analyze individual chip defects. Further, it provides computational lithography solutions, and lithography systems and control software solutions; and refurbishes and upgrades lithography systems, as well as offers customer support and related services. Additionally, the company offers hardware, software, and services to chipmakers to produce the patterns of integrated circuits. It operates in Japan, South Korea, Singapore, Taiwan, China, rest of Asia, the Netherlands, rest of Europe, the Middle East, Africa, and the United States. The company was formerly known as ASM Lithography Holding N.V. and changed its name to ASML Holding N.V. in 2001. ASML Holding N.V. was founded in 1984 and is headquartered in Veldhoven, the Netherlands.",Semiconductor Equipment & Materials,0.213,0.52733004,35327500288.0
ATKR,Atkore Inc. Common Stock,93.62,3161786368.0,United States,Miscellaneous,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Electrical Equipment & Parts,"Atkore Inc. engages in the manufacture and sale of electrical, mechanical, safety, and infrastructure products and solutions in the United States and internationally. It operates through two segments, Electrical, and Safety & Infrastructure. The company offers metal electrical conduit and fittings; plastic pipe conduit and fittings; electrical cable and flexible conduit; and international cable management systems; and mechanical tubes and pipes, metal framing and fittings, construction services, perimeter security, and cable management for the protection and reliability of critical infrastructure. It offers its products under the Allied Tube & Conduit, AFC Cable Systems, Kaf-Tech, Heritage Plastics, Unistrut, Power-Strut, Cope, US Tray, FRE Composites, Calbond, and Calpipe. The company serves various end markets, including new construction; maintenance, repair, and remodel; infrastructure; diversified industrials; alternative power generation; healthcare; data centers; and governments. The company was formerly known as Atkore International Group Inc. and changed its name to Atkore Inc. in February 2021. Atkore Inc. was founded in 1959 and is headquartered in Harvey, Illinois.",Electrical Equipment & Parts,0.081,0.2059,2933734912.0
ACLS,Axcelis Technologies Inc. Common Stock,125.4,3872538624.0,United States,Technology,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Semiconductor Equipment & Materials,"Axcelis Technologies, Inc. designs, manufactures, and services ion implantation and other processing equipment used in the fabrication of semiconductor chips in the United States, Europe, and the Asia Pacific. The company provides high energy, high current, and medium current implanters for various application requirements. It also offers aftermarket lifecycle products and services, including used tools, spare parts, equipment upgrades, maintenance services, and customer training. The company sells its equipment and services to semiconductor chip manufacturers through its direct sales force. Axcelis Technologies, Inc. was founded in 1978 and is headquartered in Beverly, Massachusetts.",Semiconductor Equipment & Materials,0.106,0.43011,866072000.0
BMI,Badger Meter Inc. Common Stock,136.36,3952646656.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Scientific & Technical Instruments,"Badger Meter, Inc. manufactures and markets flow measurement, quality, control, and communication solutions worldwide. The company offers Utility water smart metering solutions and software technologies and services to municipal water utility market. It also provides flow instrumentation products, including meters, valves, and other sensing instruments to measure and control fluids, including water, air, steam, and other liquids and gases to original equipment manufacturers as the primary flow measurement device within a product or system, as well as through manufacturers' representatives. In addition, the company offers ORION Cellular endpoints to power network as a service; ORION mobile read endpoints support for deploying AMR solution; radio products; hardware, instruments, and sensors, and related software, to enhance connected data to a water utility's operation; water quality monitoring solutions, including optical sensing and electrochemical instruments; and high frequency pressure and leak detection sensors to aid in burst pipe and leak events; as well as BEACON, a secure cloud-hosted software suite that establishes alerts for specific conditions and allows consumer engagement tools that permit end water user to view and manage their water usage activity. Its flow instrumentation products are used in water/wastewater, heating, ventilating and air conditioning, and corporate sustainability markets. The company serves water utilities, commercial, and industrial industri",Scientific & Technical Instruments,-0.066,0.4131,880955008.0
BE,Bloom Energy Corporation Class A Common Stock,217.45,64044974080.0,United States,Energy,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Electrical Equipment & Parts,"Bloom Energy Corporation designs, manufactures, sells, and installs solid oxide fuel cell systems for on-site power generation in the United States and internationally. It offers Bloom Energy Server, an energy server platform to convert fuel, such as natural gas, biogas, hydrogen, or a blend of these fuels, into electricity through a non-combustion electrochemical process. The company also provides Bloom Electrolyzer for producing hydrogen. It sells its products through direct and indirect sales channels to utilities, data centers, retail, healthcare, education, telecom, manufacturing, and other industries. The company was formerly known as Ion America Corp. and changed its name to Bloom Energy Corporation in 2006. Bloom Energy Corporation was incorporated in 2001 and is headquartered in San Jose, California.",Electrical Equipment & Parts,1.655,0.31651,3113149952.0
BC,Brunswick Corporation Common Stock,80.33,5205177344.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Recreational Vehicles,"Brunswick Corporation designs, manufactures, and markets recreation products in the United States, Europe, the Asia-Pacific, Canada, and internationally. The company operates through four segments: Propulsion, Engine P&A, Navico Group, and Boat. The Propulsion segment provides outboard, sterndrive, inboard engines, propulsion-related controls, rigging, and propellers for boat builders through marine retail dealers under the Mercury, Mercury MerCruiser, Mariner, Mercury Racing, Mercury Diesel, Avator, and Fliteboard brands. The Engine P&A segment offers engine parts and consumables, electrical products, boat parts and systems, and engine oils and lubricants through aftermarket retailers, dealers, distributors, and original equipment manufacturers for marine and non-marine markets under the Mercury, Mercury Precision Parts, Quicksilver, and Seachoice brands; and distributes marine parts and accessories. The Navico Group segment provides products and systems for the marine, recreational vehicle (RV), specialty vehicle, mobile, and industrial markets, as well as aftermarket channels; and marine electronics, sensors, control systems, instruments, power systems, and general accessories under the Ancor, Attwood, B&G, BEP, Blue Sea Systems, C-MAP, CZone, Lenco, Lowrance, Marinco, Mastervolt, MotorGuide, Progressive Industries, ProMariner, Simrad, and Whale brand names. The Boat segment offers Sea Ray sport boats and cruisers; Bayliner sport cruisers, runabouts, and Heyday wake boats;",Recreational Vehicles,0.077,0.25947002,5629899776.0
BWXT,BWX Technologies Inc. Common Stock,149.73,13718559744.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Aerospace & Defense,"BWX Technologies, Inc. manufactures and sells nuclear components in the United States, Canada, and internationally. The company operates through two segments, Government Operations and Commercial Operations. It manufactures precision naval nuclear components, reactors, and nuclear fuel; close-tolerance and high-quality equipment for nuclear applications; critical nuclear components, fuels and assemblies for government and limited other uses; down blend government stockpiles of uranium; and fabricate fuel-bearing precision components. The company also supplies proprietary and sole-source valves, manifolds, and fittings to naval and commercial shipping customers; research reactor fuel elements for colleges, universities, and national laboratories; and components for defense applications. In addition, it manufactures commercial nuclear steam generators, nuclear fuel, fuel handling systems, pressure vessels, reactor components, heat exchangers, tooling delivery systems; and containers for the storage of nuclear fuel and other high-level nuclear waste. Further, the company supplies nuclear fuel, fuel handling systems, tooling delivery systems, nuclear-grade materials and precisely machined components; and manufactures medical radioisotopes, radiopharmaceuticals, and medical devices. Additionally, it provides specialized engineering services that include structural component design, 3-D thermal-hydraulic engineering analysis, weld and robotic process development, electrical and con",Aerospace & Defense,0.18,0.22082001,3513969920.0
CAE,CAE Inc. Common Shares,25.02,8052664320.0,Canada,Miscellaneous,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Aerospace & Defense,"CAE Inc., together with its subsidiaries, provides training, simulation, and critical operation solutions in Canada, the United States, the United Kingdom, Europe, Asia, the Oceania, Africa, and rest of the Americas. The company operates through two segments, Civil Aviation; and Defense and Security. The Civil Aviation segment offers training solutions for flight, cabin, maintenance, ground personnel, and air traffic controllers in commercial, business, and helicopter aviation; a range of flight simulation training devices; and ab initio pilot training and crew sourcing services, as well as airline operations digital solutions for commercial airlines, regional airlines, business aircraft operators, civil helicopter operators, aircraft manufacturers, third-party training centres, flight training organizations, air navigation service providers, maintenance, repair and overhaul organizations and aircraft finance leasing companies. The Defense and Security segment operates as a training and simulation provider that delivers scalable and platform-independent solutions to enable and enhance force readiness and security for defense forces, original equipment manufacturers (OEMs), government agencies, and public safety organizations. The company was formerly known as CAE Industries Ltd. and changed its name to CAE Inc. in 1993. CAE Inc. was incorporated in 1947 and is headquartered in Saint-Laurent, Canada.",Aerospace & Defense,0.068,0.28572,4988800000.0
CARR,Carrier Global Corporation Common Stock ,58.52,48239501312.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Building Products & Equipment,"Carrier Global Corporation provides intelligent climate and energy solutions in the United States, Europe, the Asia Pacific, and internationally. It operates through four segments: Climate Solutions Americas; Climate Solutions Europe; Climate Solutions Asia Pacific, Middle East & Africa; and Climate Solutions Transportation. The company provides air conditioners, heating systems, heat pumps, home and building energy management systems, automation systems, aftermarket components, and repair and maintenance and rental services, as well as modernization and upgrades to meet the heating, cooling, and ventilation needs of residential and commercial customers. It also offers transport refrigeration and monitoring products, services, and digital solutions for trucks, trailers, shipping containers, and intermodal and rail applications. The company offers its products under the Carrier, Viessmann, Toshiba, Automated Logic, Bryant, CIAT, Day & Night, Heil, NORESCO, Carrier Transicold, and Sensitech brands. The company was incorporated in 2019 and is headquartered in Palm Beach Gardens, Florida.",Building Products & Equipment,0.039,0.24691999,22108000256.0
CHRN,ChronoScale Holdings Corporation Common Stock,21.44,3122467072.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Information Technology Services,"ChronoScale Holdings Corporation designs and develops a compute platform to support artificial intelligence (AI) workloads in the United States. The company focuses on large-scale deployments and provides dedicated compute environments engineered for performance, consistency, and long-term operational execution. It also provides graphics processing units; computing solutions; AI; machine learning; and high-performance computing solutions. It serves artificial intelligence and machine learning developers. The company was formerly known as ChronoScale Corporation and changed its name to ChronoScale Holdings Corporation in July 2026. The company was incorporated in 2026 and is headquartered in Dallas, Texas. ChronoScale Holdings Corporation operates as a subsidiary of Applied Digital Corporation.",Information Technology Services,,-0.23863001,71604000.0
CGNX,Cognex Corporation Common Stock,59.82,10063150080.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Scientific & Technical Instruments,"Cognex Corporation provides machine vision products that capture and analyze visual information to automate manufacturing and distribution tasks in the United States, Europe, Greater China, and internationally. Its machine vision products are used to automate the manufacture and distribution of discrete items, such as mobile phones, automotive components, and e-commerce packages, by locating, identifying, inspecting, and measuring them. The company offers VisionPro software, a suite of patented vision tools for traditional rule-based tools and deep learning-enabled tools for advanced programming; vision systems that combine smart cameras and software to perform a wide range of tasks, including part location, identification, measurement, assembly verification, and robotic guidance; OneVision, a cloud-based platform designed to transform how manufacturers build, train, and scale AI-powered vision applications; In-Sight product line of vision systems and sensors; QuickBuild, which allows customers to build vision applications with a graphical and flowchart-based programming interface; DataMan, an image-based barcode reader for fixed-mount and handheld models, as well as barcode verifiers; and vision accessories, such as industrial cameras, lenses, lighting, vision controllers, frame grabbers, and I/O cards. It sells its products to the automotive, logistics, packaging, consumer electronics, medical-related, semiconductor, and consumer products industries. The company was incorpo",Scientific & Technical Instruments,0.169,0.68865997,1088930048.0
CMI,Cummins Inc. Common Stock,572.67,78836318208.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Specialty Industrial Machinery,"Cummins Inc. offers various power solutions worldwide. The company operates through five segments: Engine, Distribution, Components, Power Systems, and Accelera. It offers diesel and natural gas-powered engines; and drivetrain systems, including axles, drivelines, brakes, and suspension systems; and on- and off-highway, and other products. The company also provides aftertreatment technology and solutions comprising custom engineering systems and integrated controls, oxidation catalysts, particulate filters, and selective catalytic reduction systems, as well as engineered components, including dosers; turbochargers, fuel systems, and valvetrain technologies; electronic control modules, sensors, and supporting software; and automated manual transmissions, and automatic transmissions for internal combustion engines. In addition, it sells and offers support services power generation systems, high-horsepower engines, and heavy-duty and medium-duty engines; offers application engineering services, custom-designed assemblies, and in-shop and field-based repair services; and retail and wholesale aftermarket parts. Further, the company offers standby and prime power generators, controls, paralleling systems, and transfer switches; turnkey solutions for distributed generation and energy management applications using natural gas, diesel, battery energy storage systems, and newer alternative sustainable fuels; diesel and natural gas high-speed, high-horsepower engines; and A/C generator/",Specialty Industrial Machinery,0.094,0.25772,34708000768.0
CW,Curtiss-Wright Corporation Common Stock,609.71,22519300096.0,United States,Technology,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Aerospace & Defense,"Curtiss-Wright Corporation, together with its subsidiaries, provides engineered products, solutions, and services mainly to aerospace and defense, commercial nuclear power, process, and industrial markets worldwide. It operates through three segments: Aerospace & Industrial, Defense Electronics, and Naval & Power. The Aerospace & Industrial segment offers industrial and specialty vehicle products, such as power management electronics, traction inverters, transmission shifters, and control systems; sensors, controls, and electro-mechanical actuation components used on commercial and military aircraft; and surface technology services including shot peening, laser peening, and engineered coatings. The Defense Electronics segment provides commercial off-the-shelf embedded computing board-level modules and processing equipment, data acquisition and flight test instrumentation equipment, integrated subsystems, instrumentation and control systems, tactical communications solutions; and electronic stabilization products, and weapons handling systems; avionics and electronics; flight test equipment; and aircraft data management solutions. The Naval & Power segment offers main coolant pumps, power-dense compact motors, generators, steam turbines, valves, and secondary propulsion systems; energy absorbers, retractable hook cable systems, net-stanchion systems and mobile systems to support fixed land-based arresting systems; hardware, valves, fastening systems, specialized containment do",Aerospace & Defense,0.054,0.37727,3653846016.0
DHR,Danaher Corporation Common Stock,215.97,151823892480.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Diagnostics & Research,"Danaher Corporation designs, manufactures, and markets professional, medical, research, and industrial products and services in the United States, China, and internationally. The company operates through Biotechnology, Life Sciences, and Diagnostics segments. The Biotechnology segment provides technologies, consumables, services, and solutions that advance, accelerate, and integrate the development and manufacture of therapeutics; cell line and cell culture media development services; cell culture media, process liquids and buffers for manufacturing, chromatography resins, filtration technologies, and aseptic fill finish; single-use hardware, consumables, and services, such as the design and installation of full manufacturing suites; lab filtration, separation, and purification; lab-scale protein purification and analytical tools; reagents, membranes, and services for diagnostic and assay development; and healthcare filtration solutions. The Life Sciences segment provides mass spectrometers; bioanalytical measurement systems; flow cytometry, genomics, lab automation, centrifugation, liquid handling automation instruments, antibodies and reagents, and particle counting and characterization; genome sample preparation; microscopes; protein consumables; filtration products; and genomic medicines, such as custom nucleic acid products, and plasmid DNA, RNA, and proteins under the ABCAM, ALDEVRON, BECKMAN COULTER, GENEDATA, IDT, LEICA MICROSYSTEMS, MOLECULAR DEVICES, PALL, PHENOMENE",Diagnostics & Research,0.055,0.58752996,25106999296.0
DE,Deere & Company Common Stock,630.66,170238738432.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Farm & Heavy Construction Machinery,"Deere & Company engages in the manufacture and distribution of various equipment worldwide. The company operates through four segments: Production and Precision Agriculture, Small Agriculture and Turf, Construction and Forestry, and Financial Services. The Production and Precision Agriculture segment provides four-wheel-drive track and row crop tractors, harvesters, cotton pickers and strippers, sugarcane harvesters and loaders, soil preparation, tillage, seeding, and crop care equipment, as well as application equipment, including sprayers and nutrient management, soil preparation machinery, and related attachments and service parts. The Small Agriculture and Turf segment offers specialty, utility, and compact tractors; self-propelled forage harvesters and attachments; rotary mowers, hay and forage equipment, and utility vehicles; turf and utility equipment, including riding lawn, commercial mowing, and golf course equipment, and utility vehicles, as well as implements for mowing, tilling, snow and debris handling, aerating, residential, commercial, golf, and sports turf care applications. The Construction and Forestry segment provides backhoe loaders, crawler dozers and loaders, four-wheel-drive loaders, excavators, motor graders, articulated dump trucks, skid-steer loaders, milling machines, recyclers, slipform and asphalt pavers, surface miners, compactors, tandem, static rollers, mobile crushers and screens, mobile and stationary asphalt plants, and log harvesters; and r",Farm & Heavy Construction Machinery,-0.111,0.26092,47927001088.0
DOV,Dover Corporation Common Stock,202.06,27213486080.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Specialty Industrial Machinery,"Dover Corporation provides equipment and components, consumable supplies, aftermarket parts, software and digital solutions, and support services worldwide. The company's Engineered Products segment provides various equipment, component, software, solution, and services that are used in vehicle aftermarket, aerospace and defense, industrial winch and hoist, and fluid dispensing end-market. This segment offers software solutions and services used in light and heavy-duty vehicle lifts, wheel service equipment, vehicle diagnostics, and vehicle collision repair solutions; winches, hoists, bearings, drives, and electric monitoring system; and radio frequency and microwave filters and switches, and signal intelligence solutions, as well as soldering and fluid dispensing solutions. Its Clean Energy & Fueling segment offers component, equipment, and software and service solution enabling safe storage and transport of fuel, cryogenic gases, and hazardous fluids, as well as operation of retail fueling and vehicle wash establishment. The company's Imaging & Identification segment provides precision marking and coding, product traceability equipment, brand protection, and digital textile printing equipment and solution, as well as consumable, software, and service to packaged and consumer goods, pharmaceutical, industrial manufacturing, textile, and other end-market. Its Pumps & Process Solutions segment manufactures specialty pump, connector, flow meter, fluid connecting solution, plast",Specialty Industrial Machinery,0.069,0.40092,8420563968.0
DXPE,DXP Enterprises Inc. Common Stock,188.44,2924051456.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Industrial Distribution,"DXP Enterprises, Inc., together with its subsidiaries, engages in distributing maintenance, repair, and operating (MRO) products, equipment, and services in the United States, Canada, and internationally. The company operates in three segments: Service Centers, Supply Chain Services, and Innovative Pumping Solutions. The Service Centers segment offers MRO products, equipment, and integrated services, including technical expertise and logistics capabilities. It also provides a range of MRO products in the rotating equipment, bearing, power transmission, hose, fluid power, metal working, fastener, industrial supply, safety products, and safety services categories. This segment serves customers in the oil and gas, general industrial, manufacturing, chemical, food and beverage, refining, water and wastewater, fabrication and construction, and other industries. Its Supply Chain Services segment manages procurement and inventory optimization and management, store-room management, transaction consolidation and control, vendor oversight and procurement cost optimization, productivity improvement, and customized reporting services. The company's programs include SmartAgreement, a procurement solution for various MRO categories; SmartBuy, an on-site or centralized MRO procurement solution; SmartSource, an on-site procurement and storeroom management solution; SmartStore, an e-Catalog solution; SmartVend, an industrial dispensing solution; and SmartServ, an integrated service pump solut",Industrial Distribution,0.156,0.31765,2139233024.0
ETN,Eaton Corporation PLC Ordinary Shares,409.2,158933286912.0,Ireland,Technology,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Specialty Industrial Machinery,"Eaton Corporation plc operates as a power management company in the United States, Canada, Latin America, Europe, and the Asia Pacific. It operates through Electrical Americas, Electrical Global, Aerospace, Vehicle, and eMobility segments. The company offers electrical and industrial components, power distribution and assemblies, residential products, single- and three-phase power quality and connectivity products, wiring devices, circuit protection products, utility power distribution products, and power reliability equipment; and hazardous duty electrical equipment, emergency lighting, fire detection, intrinsically safe explosion-proof instrumentation, and structural support systems. It also provides pumps, motors, hydraulic power units, hoses and fittings, and electro-hydraulic pumps; valves, cylinders, electronic controls, electromechanical actuators, sensors, aircraft flap and slat systems, and nose wheel steering systems; hose and thermoplastic tubing products, fittings, adapters, couplings, and sealing and ducting products; air-to-air refueling systems, fuel pumps, fuel inerting products, sensors, and adapters and regulators; oxygen generation systems, payload carriages, and thermal management products; wiring connectors and cables; and hydraulic and bag filters, strainers and cartridges, and golf grips for manufacturers of commercial and military aircraft, related aftermarket customers, and industrial applications. In addition, the company offers transmissions, clutch",Specialty Industrial Machinery,0.214,0.36022,30026000384.0
EFXT,Enerflex Ltd Common Shares,19.72,2407868672.0,Canada,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Oil & Gas Equipment & Services,"Enerflex Ltd. offers modular natural gas, power technology, and treated water solutions in North America, Latin America, and the Eastern Hemisphere. The company's portfolio includes compression, processing, cryogenic, treated water solutions, and energy infrastructure portfolio includes energy infrastructure solutions under contract for natural gas processing, compression, and treated water equipment. It also provides contract operations services that includes trained personnel, equipment, tools, materials, and supplies to meet natural gas needs, electric power, and produced water needs as well as designing, sourcing, installing, operating, servicing, repairing, and maintaining equipment. In addition, the company offers after-market services products, such as delivers comprehensive mechanical services to client partners, including parts distribution; operations and maintenance solutions; equipment optimization and maintenance programs; manufacturer warranties; exchange components; long-term service agreements; and technical services, as well as provides contract operations and maintenance services for natural gas facilities. Further, the company involves in the sale of modular natural gas-handling and low-carbon solutions that are engineered, designed, fabricated, and assembled for gas processing, including cryogenic solutions; gas compression systems; CCUS; water treatment; and electric power generation systems, as well as engineers, designs, fabricates, constructs, commissi",Oil & Gas Equipment & Services,-0.054,0.23424,2569999872.0
ENS,EnerSys Common Stock,194.29,7007112192.0,United States,Miscellaneous,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Electrical Equipment & Parts,"EnerSys engages in the provision of stored energy solutions for industrial applications worldwide. It operates through three segments: Network & Infrastructure Solutions, Industrial Mobility Solutions, and Precision Power Solutions. The Network & Infrastructure Solutions segment provides power solutions and services to broadband, telecommunications, data center, and industrial utility customers. The Industrial Mobility Solutions segment provides power for electric industrial forklifts and other material handling equipment as well as transportation applications, primarily Class 8 trucks. The Precision Power Solutions segment provides energy solutions primarily for military vehicles, advanced defense programs, soldier powering and autonomous systems. It sells its products through a network of distributors, independent representatives, and internal sales forces. The company was formerly known as Yuasa, Inc. and changed its name to EnerSys in January 2001. EnerSys was founded in 1991 and is headquartered in Reading, Pennsylvania.",Electrical Equipment & Parts,0.048,0.30574,3793992960.0
EROC,ERock Inc. Class A Common Stock,12.95,3539242752.0,,Energy,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Specialty Industrial Machinery,"ERock, Inc. designs, deploys, sells, operates, and maintains distributed power generation systems designed to provide power for commercial and industrial customers in the United States. Its offerings include the design, installation, and operation of modular power systems, as well as ongoing operations and maintenance and asset management services. Its systems support a range of customer applications, including bridge power, backup power, and dispatchable power solutions. The company primarily serves data centers, utilities, and commercial and industrial customers across the United States. The company was founded in 2006 and is based in Houston, Texas.",Specialty Industrial Machinery,-0.417,0.20653999,162192992.0
ESAB,ESAB Corporation Common Stock,80.46,4999459840.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Metal Fabrication,"ESAB Corporation engages in the formulation, development, manufacture, and supply of consumable products and equipment for use in cutting, joining, automated welding, and gas control equipment. It offers its products through independent distributors and direct salespeople. It operates in Europe, Asia Pacific, South America, and the Middle East. ESAB Corporation was founded in 1904 and is headquartered in North Bethesda, Maryland.",Metal Fabrication,0.129,0.36955002,3002054912.0
EMAT,Evolution Metals & Technologies Corp. Common Stock,3.94,2449894656.0,United States,Miscellaneous,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Other Industrial Metals & Mining,"Evolution Metals & Technologies Corp. operates as a critical materials and technology company. The company provides rare earth magnet-related products; battery metals production; and other recycling operations. It also produces and develops rare earth magnet materials and finished magnet products for automotive, aerospace, defence, industrial automation, consumer electronics, and other advanced manufacturing end markets. Evolution Metals & Technologies Corp. is headquartered in Miami, Florida.",Other Industrial Metals & Mining,,0.0936,3515000.0
FLNC,Fluence Energy Inc. Class A Common Stock,11.24,2089621376.0,United States,Miscellaneous,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Utilities - Renewable,"Fluence Energy, Inc., through its subsidiaries, provides energy storage and optimization software for renewables and storage applications in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. It sells energy storage products with integrated hardware, software, and digital intelligence. The company's energy storage products include Gridstack Pro, a large-scale front-of-the-meter application; Gridstack, a front-of-the-meter application; Ultrastack for critical system requirements of distribution and transmission networks; Smartstack, a split architecture design, incorporating embedded intelligence and higher energy density compared to traditional AC systems. The company also provides operational and maintenance services; and digital applications. It serves independent power producers, developers, conglomerates, utilities/load-serving entities, and commercial and industrial customers. Fluence Energy, Inc. was founded in 2018 and is headquartered in Arlington, Virginia.",Utilities - Renewable,0.079,0.09364,2631864064.0
FPS,Forgent Power Solutions Inc. Class A Common Stock,32.19,9799565312.0,United States,Energy,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Electrical Equipment & Parts,"Forgent Power Solutions, Inc. designs and manufactures electrical distribution equipment used in data centers, the power grid and energy-intensive industrial facilities. The company's products include automatic transfer switches (ATS), gear eHouses, generator connection cabinets, low voltage switchgear, low voltage transformers, medium voltage switchgear, medium voltage VPI transformers, padmount transformers, panelboards, paralleling switchgear, PDU transformers, power distribution units, power skids, remote power panels, substation transformers, switchboards, tap boxes, and UPS eHouses. It also provides maintenance, testing, repair, modernization, start-up and commissioning and aftermarket retrofit services. It serves technology, power, utility and industrial companies. The company was founded in 2023 and is based in Dayton, Minnesota.",Electrical Equipment & Parts,1.034,0.34332,1196000000.0
FTV,Fortive Corporation Common Stock ,59.5,17970014208.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,20,41,,,,Scientific & Technical Instruments,"Fortive Corporation designs, develops, manufactures, and markets products, software, and services in the United States, China, and internationally. It operates through Intelligent Operating Solutions and Advanced Healthcare Solutions segments. The Intelligent Operating Solutions segment provides advanced instrumentation, software, and services, including maintenance, repair, measurement and condition monitoring, facility and asset lifecycle software applications, and connected worker safety and compliance solutions for manufacturing, process industries, healthcare, utilities and power, communications and electronics, and other industries. This segment markets its products and services under the ACCRUENT, FLUKE, GORDIAN, INDUSTRIAL SCIENTIFIC, INTELEX, and SERVICECHANNEL brand names. The Advanced Healthcare Solutions segment provides critical workflow solutions comprising instrument sterilization, instrument tracking, biomedical test tools, radiation detection and safety monitoring, and end-to-end clinical productivity software and solutions under the ASP, CENSIS, FLUKE BIOMEDICAL, LANDAUER, and PROVATION brand names. Fortive Corporation was incorporated in 2015 and is headquartered in Everett, Washington.",Scientific & Technical Instruments,0.079,0.6323,4315800064.0
