ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry
AQPW,"Golden Ally Lifetech Group, Inc.",0.0001,740856.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.7M < $10M - fails survivability prior (shell/nano-cap),
GAPJ,Golden Apple Oil & Gas Inc.,0.0002,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GARWF,Golden Arrow Resources Corp,0.0801,13570269.0,,Basic Materials,,sec_only,materials,8,0,8,commodity,,,Other Industrial Metals & Mining
GBRIF,Golden Band Resources Inc.,0.0001,284740.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.3M < $10M - fails survivability prior (shell/nano-cap),
ZCRMF,Golden Cross Resources Inc.,0.1237,9482262.0,,Basic Materials,,sec_only,materials,3,2,5,no-durable-need,reject,market cap < $10M - fails survivability prior,Gold
DVLP,"Golden Developing Solutions, Inc.",1e-05,14134.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GOGY,Golden Grail Technology Corp.,19.49,3073884.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $3.1M < $10M - fails survivability prior (shell/nano-cap),
GGROU,Golden Growers Cooperative,5.0,,,Consumer Defensive,,sec_only,food,26,0,26,,reject,no market cap data - non-reporting/dark,Farm Products
GLHRF,Golden Harp Resources Inc.,0.0962,5799507.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $5.8M < $10M - fails survivability prior (shell/nano-cap),
GDHG,Golden Heaven Group Holdings Ltd. Class A Ordinary Shares,1.31,61736553.0,China,Consumer Discretionary,Services-Misc. Amusement & Recreation,exchange,discretionary,3,12,15,gambling-risk,,,
AUMN,Golden Minerals Co,0.22,4979270.0,,Basic Materials,,sec_only,materials,3,2,5,no-durable-need,reject,market cap < $10M - fails survivability prior,Other Precious Metals & Mining
GPTC,Golden Patriot Corp.,0.0006,165319.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.2M < $10M - fails survivability prior (shell/nano-cap),
GPXM,"Golden Phoenix Minerals, Inc.",0.0001,48635.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GDRPF,Golden Resources Development International Limited,1.59,2698876416.0,,,,otc,unknown,8,20,28,enrich-if-viable,,,
GORIF,Golden Ridge Resources Ltd.,0.0384,2247986.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $2.2M < $10M - fails survivability prior (shell/nano-cap),
GRDV,GOLDEN ROYAL DEVELOPMENT INC.,0.2,1568310.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $1.6M < $10M - fails survivability prior (shell/nano-cap),
LCKYF,Golden Sky Minerals Corp.,0.3,7171384.0,,,,otc,unknown,8,2,10,enrich-if-viable,reject,market cap $7.2M < $10M - fails survivability prior (shell/nano-cap),
GLNS,Golden Star Resource Corp.,0.802,5670140.0,,Basic Materials,,sec_only,materials,3,2,5,no-durable-need,reject,market cap < $10M - fails survivability prior,Other Precious Metals & Mining
GSUN,Golden Sun Technology Group Limited Class A Ordinary Shares,0.2947,2955508.0,China,Real Estate,Other Consumer Services,exchange,services,6,2,8,,reject,market cap $3.0M < $10M - fails survivability prior (shell/nano-cap),
GTVH,"Golden Triangle Ventures, Inc.",0.0001,1198375.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $1.2M < $10M - fails survivability prior (shell/nano-cap),
GVDI,"Golden Valley Development, Inc",0.0047,3215313.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.2M < $10M - fails survivability prior (shell/nano-cap),
GWLL,"GOLDENWELL BIOTECH, INC.",0.7,69300000.0,,Consumer Defensive,,sec_only,health,20,12,32,,,,Packaged Foods
GORO,Goldgroup Mining Inc. Common Shares,3.87,522036711.0,Canada,Basic Materials,Precious Metals,exchange,materials,3,18,21,no-durable-need,,,
GODZF,Goldhills Holding Ltd.,0.04,1338906.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $1.3M < $10M - fails survivability prior (shell/nano-cap),
GSBD,Goldman Sachs BDC Inc. Common Stock,10.1,1136947577.0,United States,Finance,Investment Managers,exchange,finance,2,18,20,,,,
GS,Goldman Sachs Group Inc. (The) Common Stock,1058.88,308315580503.0,United States,Finance,Investment Bankers/Brokers/Service,exchange,finance,3,20,23,,,,
AAAU,Goldman Sachs Physical Gold ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,23.47,7323556105.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,20,24,,,,
GLDG,GoldMining Inc. Common Shares,1.18,252645314.0,,Basic Materials,Precious Metals,exchange,materials,3,15,18,no-durable-need,,,
XAUMF,Goldmoney Inc.,10.24,131106760.0,,Financial Services,,otc,finance,3,15,18,,,,Capital Markets
GORAF,Goldrea Resources Corp.,0.01676,2608461.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $2.6M < $10M - fails survivability prior (shell/nano-cap),
GRMC,Goldrich Mining Company,0.0001,19655.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GSDC,Goldsands Development Company,0.0003,57056.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
GSTMF,Goldstorm Metals Corp.,0.132,18780380.0,,,,otc,unknown,8,5,13,enrich-if-viable,,,
GWNCF,Goldwin Inc.,15.08,2063081472.0,,Consumer Cyclical,,otc,clothing,7,20,27,,,,Apparel Manufacturing
XNJJY,"Goldwind Science&Technology Co., Ltd.",12.0,5068546560.0,,,,otc,unknown,8,20,28,enrich-if-viable,,,
GFMH,Goliath Film & Media Holdings,0.0036500000860542,,,,,sec_only,discretionary,4,0,4,,reject,sub-5-cent stock - chronic dilution profile,
GKOR,Golkor Inc.,0.0002,7657.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GOLQ,"GoLogiq, Inc.",0.0002,12627.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GBDC,Golub Capital BDC Inc. Common Stock,13.11,3404032332.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,20,24,,,,
GMELF,GOME Retail Holdings Limited,0.0016,119874920.0,,,,otc,discretionary,4,9,13,,reject,sub-5-cent stock - chronic dilution profile,
GCHHF,Gooch & Housego PLC,16.62,454901504.0,,,,otc,shelter,18,15,33,,,,
GGAMF,Good Gamer Entertainment Inc.,0.0784,464447.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.5M < $10M - fails survivability prior (shell/nano-cap),
GMER,"GOOD GAMING, INC.",0.0051000001840293,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GLCC,Good Life China Corporation,2e-05,1186.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GTIM,Good Times Restaurants Inc. Common Stock,1.5,15836844.0,United States,Consumer Discretionary,Restaurants,exchange,food-service,8,5,13,,,,
GVSI,Good Vibrations Shoes Inc.,0.0001,211750.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.2M < $10M - fails survivability prior (shell/nano-cap),
GBBYF,Goodbaby International Holdings Limited,0.11,183986784.0,,Consumer Cyclical,,otc,discretionary,4,15,19,,,,Leisure
GFELF,Goodfellow Inc.,8.4,69759088.0,,Basic Materials,,otc,shelter,18,12,30,,,,Lumber & Wood Production
GDDFF,Goodfood Market Corp.,0.01527,1521867.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $1.5M < $10M - fails survivability prior (shell/nano-cap),
GWOX,"The Goodheart-Willcox Company, Inc.",365.0,170129424.0,,Communication Services,,otc,media,3,15,18,,,,Publishing
GMGSF,Goodman Group,21.5,43963052032.0,,Real Estate,,otc,y-unmapped,8,20,28,enrich-if-viable,,,REIT - Diversified
GDRX,GoodRx Holdings Inc. Class A Common Stock,3.475,1185480192.0,United States,Technology,EDP Services,exchange,health,22,18,40,,,,Health Information Services
GT,The Goodyear Tire & Rubber Company Common Stock,6.2,1784972160.0,United States,Consumer Discretionary,Automotive Aftermarket,exchange,transport,19,18,37,,,,Auto Parts
GOOI,"Gooi Global, Inc.",0.0001,1721.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GSHD,Goosehead Insurance Inc. Class A Common Stock,72.33,2568865409.0,United States,Finance,Specialty Insurers,exchange,finance,6,20,26,,,,
GPRO,GoPro Inc. Class A Common Stock,0.6084,112252488.0,United States,Consumer Discretionary,Industrial Machinery/Components,exchange,infrastructure,21,15,36,,,,Consumer Electronics
GTEN,Gores Holdings X Inc. Class A ordinary shares,10.62,0.0,United States,,,exchange,unknown,8,2,10,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GHXI,Gores Holdings XI Inc. Class A Ordinary Shares,10.04,0.0,United States,,,exchange,unknown,8,2,10,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
LRRLF,Gorilla Gold Mines Ltd,0.2,146530608.0,,Basic Materials,,otc,materials,3,15,18,no-durable-need,,,Gold
GRRR,Gorilla Technology Group Inc. Ordinary shares,14.04,386233760.0,Taiwan,Technology,Computer Software: Prepackaged Software,exchange,software:health,20,15,35,desc,,,Software - Infrastructure
GRC,Gorman-Rupp Company (The) Common Stock,76.76,2027250432.0,United States,Industrials,Fluid Controls,exchange,water,24,20,44,,,,Specialty Industrial Machinery
GOSS,Gossamer Bio Inc. Common Stock,0.2045,99969155.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,12,32,binary-science-risk,,,
GSSRF,Gossan Resources Limited,0.0037,249600.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.2M < $10M - fails survivability prior (shell/nano-cap),
GDVTZ,"Gould Investors, L.P.",380.0,252194224.0,,,,otc,finance,4,15,19,,,,
GOVB,"Gouverneur Bancorp, Inc./MD/",20.0,21178440.0,,Financial Services,,sec_only,finance,4,5,9,,,,Banks - Regional
GOW,GOWell Energy Technology,,,,,,sec_only,energy,20,0,20,,reject,no active trading market (no price data on any venue),
GPAT,GP-Act III Acquisition Corp. Class A Ordinary Share,10.93,0.0,United States,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business,
GWPD,"GP Solutions, Inc.",0.0002,9417.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GPGI,GPGI Inc. Class A Common Stock,13.59,3939606214.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,20,24,,,,
GPLL,"GPL Holdings, Inc.",0.0184000004082918,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GPMTF,GPM Metals Inc.,0.062,9972603.0,,Basic Materials,,sec_only,materials,8,0,8,commodity,reject,market cap < $10M - fails survivability prior,Other Industrial Metals & Mining
GPOX,"GPO Plus, Inc.",0.0240000002086162,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GPTGF,The GPT Group,3.41,6532119552.0,,Real Estate,,otc,y-unmapped,8,20,28,enrich-if-viable,,,REIT - Diversified
GQPIL,GQG Partners Inc.,1.25,3742994432.0,,,,otc,unknown,8,20,28,enrich-if-viable,,,
GRAB,Grab Holdings Limited Class A Ordinary Shares,3.58,14646860800.0,Singapore,Consumer Discretionary,Business Services,exchange,software,12,20,32,desc,,,Software - Application
PEW,GrabAGun Digital Holdings Inc. Common Stock,2.36,69651714.0,,Consumer Discretionary,Other Specialty Stores,exchange,retail,4,12,16,,,,
GRCE,Grace Therapeutics Inc. Common Stock,2.2,46279046.0,Canada,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,9,29,binary-science-risk,,,
GGG,Graco Inc. Common Stock,78.7,12745765888.0,United States,Industrials,Fluid Controls,exchange,water,24,20,44,,,,Specialty Industrial Machinery
TONT,Graf Global Corp. Class A ordinary shares,10.8588,0.0,,,,exchange,unknown,8,2,10,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
EAF,GrafTech International Ltd. Common Stock,6.7,174817488.0,United States,Energy,Industrial Machinery/Components,exchange,infrastructure,21,15,36,,,,Electrical Equipment & Parts
GROUF,Grafton Group plc,11.05,3187682048.0,,Industrials,,otc,infrastructure,16,20,36,,,,Industrial Distribution
GFTFF,Grafton Resources Inc.,0.38,7590065.0,,Basic Materials,,sec_only,materials,8,2,10,commodity,reject,market cap < $10M - fails survivability prior,Other Industrial Metals & Mining
GHM,Graham Corporation Common Stock,93.2,1093891456.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,18,39,,,,Specialty Industrial Machinery
GRAL,GRAIL Inc. Common Stock ,82.54,3686750720.0,United States,Health Care,Medical Specialities,exchange,health,25,20,45,,,,Diagnostics & Research
GRCLF,GrainCorp Limited,4.03,895964352.0,,Consumer Defensive,,otc,food,22,18,40,,,,Farm Products
GRGTF,Grainger plc,2.49,1846606464.0,,Real Estate,,otc,food,22,18,40,,,,Real Estate Services
GTE,Gran Tierra Energy Inc. Common Stock,9.62,369408000.0,Canada,Energy,Oil & Gas Production,exchange,energy,8,15,23,commodity,,,
GBBFF,Granada Gold Mine Inc.,0.0292,6636166.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $6.6M < $10M - fails survivability prior (shell/nano-cap),
GBXXY,Grand Baoxin Auto Group Limited,0.0924,26218604.0,,,,otc,transport,18,3,21,,,,
LOPE,Grand Canyon Education Inc. Common Stock,149.08,3885775716.0,United States,Real Estate,Other Consumer Services,exchange,services,6,20,26,,,,
GRDDY,Grand City Properties S.A.,11.1,1954994816.0,,,,otc,finance,4,18,22,,,,
GRGUF,Grand Gulf Energy Limited,0.0015,4680637.0,,,,otc,energy,20,0,20,,reject,market cap $4.7M < $10M - fails survivability prior (shell/nano-cap),
GHAV,"Grand Havana, Inc.",0.0001,50398.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap),
GPKUF,Grand Peak Capital Corp.,0.059,9354918.0,,,,otc,finance,4,0,4,,reject,market cap $9.4M < $10M - fails survivability prior (shell/nano-cap),
GRAN,Grande Group Limited Class A Ordinary Shares,1.3,32378125.0,Hong Kong,Finance,Finance: Consumer Services,exchange,finance,4,9,13,,,,
GRSD,Grandstand Limited Ordinary Shares,2.02,70896324.0,Jersey,Consumer Discretionary,Services-Misc. Amusement & Recreation,exchange,discretionary,3,12,15,gambling-risk,,,
GRRLF,Grange Resources Limited,0.105,144901696.0,,Basic Materials,,otc,materials,10,15,25,commodity,,,Steel
GCFB,"Granite City Food & Brewery, Ltd.",0.0001,1436.0,,,,otc,food,22,0,22,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GVA,Granite Construction Incorporated Common Stock,121.95,5337081995.0,United States,Industrials,Military/Government/Technical,exchange,REJECT,0,20,20,weapons,reject,economics depend on war/weapons (hard rejection rule),
GFGY,"Granite Falls Energy, LLC",4966.0,151989392.0,,,,otc,energy,20,15,35,,,,
GPMT,Granite Point Mortgage Trust Inc. Common Stock,1.06,51090056.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,12,20,rent-extraction-risk,,,
GRTUF,GRANITE REAL ESTATE INVESTMENT TRUST,64.72,4018075904.0,,Real Estate,,sec_only,finance,4,20,24,,,,REIT - Industrial
GRNT,Granite Ridge Resources Inc. Common Stock,5.05,666096222.0,United States,Energy,Oil & Gas Production,exchange,energy,8,18,26,commodity,,,
BAR,GraniteShares Gold Trust,45.959999084472656,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
PLTM,GraniteShares Platinum Trust,17.850000381469727,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
GELEF,Graphano Energy Ltd.,0.07576,1643103.0,,,,otc,energy,20,0,20,,reject,market cap $1.6M < $10M - fails survivability prior (shell/nano-cap),
GSTX,Graphene & Solar Technologies Ltd,0.071,52534908.0,,Technology,,sec_only,energy,20,6,26,,,,Semiconductor Equipment & Materials
GRFXF,Graphex Group Limited,0.005,127682976.0,,,,otc,unknown,8,9,17,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GPK,Graphic Packaging Holding Company,11.42,3381137364.0,United States,Consumer Discretionary,Containers/Packaging,exchange,infrastructure,14,20,34,,,,
GTIJF,Graphjet Technology,0.0002,769.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
CBULF,Gratomic Inc.,0.0175,3504564.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.5M < $10M - fails survivability prior (shell/nano-cap),
GVAC,Gravity Acquisition Corp.,,,,,,sec_only,unknown,0,0,0,,reject,blank-check SPAC - no operating business,
GRVY,GRAVITY Co. Ltd. American Depository Shares,73.07,507756128.0,South Korea,Technology,EDP Services,exchange,discretionary,2,18,20,,,,Electronic Gaming & Multimedia
GTN,Gray Media Inc. Common Stock,5.02,516981603.0,United States,Industrials,Broadcasting,exchange,media,2,18,20,,,,
GAVA,Grayscale Avalanche Staking ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
GBAT,Grayscale Basic Attention Token Trust (BAT),0.814,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
BCHG,Grayscale Bitcoin Cash Trust (BCH),,,,,,sec_only,unknown,0,0,0,,reject,artificial scarcity (crypto),
BTC,Grayscale Bitcoin Mini Trust ETF,,,,,,sec_only,unknown,0,0,0,,reject,artificial scarcity (crypto),
GBTC,Grayscale Bitcoin Trust ETF,,,,,,sec_only,unknown,0,0,0,,reject,artificial scarcity (crypto),
GTAO,Grayscale Bittensor Trust (TAO),5.849999904632568,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
GBNB,Grayscale BNB ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
GLNK,Grayscale Chainlink Trust ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
GDLC,Grayscale CoinDesk Crypto 5 ETF,,,,,,sec_only,unknown,0,0,0,,reject,artificial scarcity (crypto),
MANA,Grayscale Decentraland Trust (MANA),0.6690000295639038,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
DEFG,Grayscale Decentralized Finance (DeFi) Fund LLC,11.24,2685910.0,,Financial Services,,sec_only,finance,4,2,6,,reject,market cap < $10M - fails survivability prior,Asset Management
GDOG,Grayscale Dogecoin Trust ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
ETCG,Grayscale Ethereum Classic Trust (ETC),3.78,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
ETHE,Grayscale Ethereum Staking ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
ETH,Grayscale Ethereum Staking Mini ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
FILG,Grayscale Filecoin Trust (FIL),1.3960000276565552,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
HZEN,Grayscale Horizen Trust (ZEN),0.4560000002384186,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
HYPG,Grayscale Hyperliquid Staking ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
LTCN,Grayscale Litecoin Trust (LTC),3.61,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
GLIV,Grayscale Livepeer Trust (LPT),1.7000000476837158,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
GSNR,Grayscale Near Trust (NEAR),4.81,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
GSOL,Grayscale Solana Staking ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
STCK,Grayscale Stacks Trust (STX),1.8,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
GXLM,Grayscale Stellar Lumens Trust (XLM),23.270000457763672,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
GSUI,Grayscale Sui Staking ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
GXRP,Grayscale XRP Trust ETF,,,,,,sec_only,unknown,0,0,0,,reject,closed-end fund/royalty trust - not an operating company,
ZCSH,Grayscale Zcash Trust (ZEC),63.09999847412109,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no market cap data - non-reporting/dark,
GAFL,Great American Financial Corporation,0.0001,361315.0,,,,otc,finance,4,0,4,,reject,market cap $0.4M < $10M - fails survivability prior (shell/nano-cap),
GAMN,"Great American Food Chain, Inc. (The)",0.09,686767.0,,,,otc,food,22,0,22,,reject,market cap $0.7M < $10M - fails survivability prior (shell/nano-cap),
GRARF,Great Atlantic Resources Corp.,0.0733,4865485.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $4.9M < $10M - fails survivability prior (shell/nano-cap),
GBEI,"Great Basin Energies, Inc.",0.1201,2298888.0,,,,otc,energy,20,2,22,,reject,market cap $2.3M < $10M - fails survivability prior (shell/nano-cap),
PYMOF,Great Bear Exploration Ltd,0.007,4891238.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $4.9M < $10M - fails survivability prior (shell/nano-cap),
GEAHF,Great Eagle Holdings Limited,2.2,1649422208.0,,Real Estate,,otc,shelter,8,18,26,,,,Real Estate - Diversified
GEHDF,Great Eastern Holdings Ltd,,,,,,sec_only,unknown,8,0,8,enrich-if-viable,reject,no active trading market (no price data on any venue),
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,24.62,713900896.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,18,30,enrich,,,
GECCG,Great Elm Capital Corp. 7.75% Notes Due 2030,24.93,0.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,2,6,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GECCH,Great Elm Capital Corp. 8.125% Notes Due 2029,25.32,0.0,United States,,,exchange,finance,4,2,6,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GECCI,Great Elm Capital Corp. 8.50% NOTES DUE 2029,25.348,0.0,United States,Finance,Finance Companies,exchange,finance,4,2,6,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GECC,Great Elm Capital Corp. Common Stock,5.94,82505115.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,12,16,,,,
GEG,Great Elm Group Inc. Common Stock,2.15,67417568.0,United States,Technology,Computer Software: Prepackaged Software,exchange,finance,2,12,14,,,,Asset Management
GLUX,"Great Lakes Aviation, Ltd.",0.0001,897.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GLKIF,Great Lakes Graphite Inc.,0.0001,14445.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GPGCF,Great Pacific Gold Corp.,0.226,44295652.0,,Basic Materials,,sec_only,materials,3,9,12,no-durable-need,,,Gold
GPLDQ,Great Panther Mining Limited,1e-05,473.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GPEAF,Great Portland Estates Plc,4.01,1617673088.0,,Real Estate,,otc,y-unmapped,8,18,26,enrich-if-viable,,,REIT - Office
GSBC,Great Southern Bancorp Inc. Common Stock,78.67,857306876.0,United States,Finance,Major Banks,exchange,finance,5,18,23,,,,
GWLLY,Great Wall Motor Company Limited,11.74,10057704448.0,,Consumer Cyclical,,otc,transport,18,20,38,,,,Auto Manufacturers
GRWWF,Great Wall Pan Asia Holdings Limited,0.02,31354910.0,,,,otc,unknown,8,3,11,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile,
GRWTF,Great-West Lifeco Inc.,14.5277,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting,
GWMGF,Great Western Minerals Group Ltd.,1e-05,4187.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GGPSF,Greatland Resources Limited,9.204,6209638912.0,,Basic Materials,,otc,materials,3,20,23,no-durable-need,,,Gold
GRVWF,Greatview Aseptic Packaging Company Limited,0.2582,408735840.0,,Consumer Cyclical,,otc,infrastructure,14,15,29,,,,Packaging & Containers
GRKZF,Greek Organisation of Football Prognostics S.A.,23.35,18615875584.0,,Consumer Cyclical,,sec_only,REJECT,0,20,20,enrich-if-viable,reject,economics depend on addiction (hard rejection rule),Gambling
GHIL,"Green and Hill Industries, Inc",0.0001,10113.0,,,,otc,infrastructure,15,0,15,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
LGLOF,Green Block Mining Corp.,1e-05,577.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GRBK,Green Brick Partners Inc. Common Stock,73.55,3163436800.0,United States,Consumer Discretionary,Homebuilding,exchange,shelter,24,20,44,,,,Residential Construction
GRBG,"Green Bridge Industries, Inc.",0.0001,38971.0,,,,otc,infrastructure,15,0,15,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GCDT,Green Circle Decarbonize Technology Limited Class A Ordinary Shares,0.3775,4718750.0,,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,2,23,,reject,market cap $4.7M < $10M - fails survivability prior (shell/nano-cap),
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,13.41,764171250.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,18,22,,,,
GRYG,"Green Energy Group, Inc.",1e-05,,,,,otc,energy,20,0,20,,reject,sub-5-cent stock - chronic dilution profile,
GYOG,"Green Energy Enterprises, Inc.",0.0001,26460.0,,,,otc,energy,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GELV,"Green Energy Live, Inc.",1e-05,23.0,,,,otc,energy,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GRGR,"Green Energy Resources, Inc.",1e-05,,,,,otc,energy,20,0,20,,reject,sub-5-cent stock - chronic dilution profile,
GETH,Green EnviroTech Holdings Corp.,0.0001,314.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
GGEI,Green Giant Inc.,0.0001,14345.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap),
