ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason
NNCSF,Nanosonics Limited,2.07,618745472.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
NSHSF,NanoSphere Health Sciences Inc.,0.01,102752.0,,,,otc,health,20,0,20,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
NTEK,"NanoTech Entertainment, Inc.",0.0001,14383.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NTGL,"NanoTech Gaming, Inc.",0.0001,18166.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NNVC,NanoViricides Inc. Common Stock,1.29,32930285.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,9,29,binary-science-risk,,
NPTSF,Napatech A/S,2.22,245041568.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
BLIS,NAPC Defense Inc,0.0095,4666922.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $4.7M < $10M - fails survivability prior (shell/nano-cap)
NSSC,NAPCO Security Technologies Inc. Common Stock,36.43,1303044160.0,United States,Telecommunications,Telecommunications Equipment,exchange,infrastructure,20,18,38,,,
NPLY,Naploy Corp.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NARA,"Narragansett Bancorp, Inc.",,,,,,sec_only,finance,4,3,7,,check_price,no market data yet - verify trading exists
NRWS,Narrowstep Inc.,0.0001,109526.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
NBIO,"Nascent Biotech, Inc.",0.0003,51665.0,,,,otc,health,20,0,20,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
NDAQ,Nasdaq Inc. Common Stock,98.73,55187835938.0,United States,Finance,Investment Bankers/Brokers/Service,exchange,finance,3,20,23,,,
NRCD,"Nashville Records, Inc.",0.0521,5216641.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $5.2M < $10M - fails survivability prior (shell/nano-cap)
NPSNY,Naspers Limited,9.65,36096897024.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NSVGF,Nass Valley Gateway Ltd.,0.01,3287327.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.3M < $10M - fails survivability prior (shell/nano-cap)
NSRX,Nasus Pharma Ltd. Ordinary Shares,4.1,48014313.0,,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,9,29,binary-science-risk,,
NTCXF,Natcore Technology Inc.,1e-05,909.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NHMD,Nate's Food Co.,0.0001,331302.0,,,,otc,food,22,0,22,,reject,market cap $0.3M < $10M - fails survivability prior (shell/nano-cap)
NTRA,Natera Inc. Common Stock,336.71,48534783481.0,United States,Health Care,Medical Specialities,exchange,health,25,20,45,,,
NATH,Nathan's Famous Inc. Common Stock,97.85,400956129.0,United States,Consumer Discretionary,Restaurants,exchange,food-service,8,15,23,,,
NTCS,Natics Corp.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NATNF,Nation Gold Corp.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NATKY,National Atomic Company Kazatomprom JSC,70.25,18458228736.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NABZY,National Australia Bank Limited,13.74,84125483008.0,,,,otc,finance,4,20,24,,,
NBHC,National Bank Holdings Corporation Common Stock,41.29,1839037896.0,United States,Finance,Major Banks,exchange,finance,5,18,23,,,
NTIOF,National Bank of Canada,160.24,61715251200.0,,,,otc,finance,4,20,24,,,
NBGRY,National Bank of Greece S.A.,19.4,17385127936.0,,,,otc,finance,4,20,24,,,
NKSH,National Bankshares Inc. Common Stock,40.94,260813183.0,United States,Finance,Major Banks,exchange,finance,5,15,20,,,
FIZZ,National Beverage Corp. Common Stock,33.36,3122899723.0,United States,Consumer Staples,Beverages (Production/Distribution),exchange,food,14,20,34,alcohol-mix,,
NCMI,National CineMedia Inc. Common Stock,2.72,255871605.0,United States,Consumer Discretionary,Advertising,exchange,media,2,15,17,,,
NESR,National Energy Services Reunited Corp Ordinary Shares,33.48,3376516724.0,United States,Energy,Oilfield Services/Equipment,exchange,energy,10,20,30,commodity,,
NFG,National Fuel Gas Company Common Stock,82.14,7807004432.0,United States,Utilities,Oil/Gas Transmission,exchange,energy,12,20,32,,,
NGRC,National Graphite Corp.,0.0211,3255907.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $3.3M < $10M - fails survivability prior (shell/nano-cap)
NGGTF,National Grid plc,16.53,83093020672.0,,,,otc,energy,20,20,40,,,
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,81.17,80545719663.0,United Kingdom,Utilities,Natural Gas Distribution,exchange,energy,18,20,38,utility-slow-growth,,
NHI,National Health Investors Inc. Common Stock,73.35,3602250334.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,
NHC,National HealthCare Corporation Common Stock,224.73,3519585298.0,United States,Health Care,Hospital/Nursing Management,exchange,health,18,20,38,,,
NHLG,National Healthcare Logistics Inc.,0.0004,10110.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NHPBP,National Healthcare Properties Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock,25.27,1842306217.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,18,26,rent-extraction-risk,,
NHPAP,National Healthcare Properties Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock,25.21,1837931924.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,18,26,rent-extraction-risk,,
NHP,National Healthcare Properties Inc. Class A Common Stock,16.64,1213137137.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,18,26,rent-extraction-risk,,
NLMP,National Lampoon Inc.,0.0001,949.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NPK,National Presto Industries Inc. Common Stock,156.8,1118935306.0,United States,Industrials,Ordnance And Accessories,exchange,REJECT,0,18,18,weapons,reject,economics depend on war/weapons (hard rejection rule)
NRUC,National Rural Utilities Cooperative Finance Corporation 5.500% Subordinated Notes due 2064 (Subordinated Deferrable Interest Notes),21.53,0.0,United States,Finance,Diversified Financial Services,exchange,finance,3,2,5,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NSMG,"National Storm Management, Inc.",1e-05,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile
EYE,National Vision Holdings Inc. Common Stock,18.69,1477805460.0,United States,Health Care,Ophthalmic Goods,exchange,health,23,18,41,,,
NWMH,"National Waste Management Holdings, Inc.",0.01,689190.0,,,,otc,infrastructure,22,0,22,,reject,market cap $0.7M < $10M - fails survivability prior (shell/nano-cap)
NBVB,Nationwide Beverage Bottling Corp.,0.0001,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile
NWUC,Nationwide Utilities Corporation,0.0003,60186.0,,,,otc,energy,20,0,20,,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
NTRU,Natur International Corp.,0.0001,32223.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NTCMY,Natura Cosmeticos S.A./ADR,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NAII,Natural Alternatives International Inc. Common Stock,2.17,13617247.0,United States,Health Care, Medicinal Chemicals and Botanical Products ,exchange,health,20,5,25,,,
NBBTF,Natural Beauty Bio-Technology Limited,0.05,100105048.0,,,,otc,unknown,8,9,17,enrich-if-viable,,
NTUR,"Natural Blue Resources, Inc.",2e-05,1090.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NGS,Natural Gas Services Group Inc. Common Stock,34.37,443314055.0,United States,Energy,Oilfield Services/Equipment,exchange,energy,10,15,25,commodity,,
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,28.23,650584374.0,United States,Consumer Staples,Food Chains,exchange,food,22,18,40,,,
NHEL,Natural Health Farm Holdings Inc.,0.0001,16218.0,,,,otc,food,22,0,22,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NHTC,Natural Health Trends Corp. Common Stock,1.76,15097012.0,United States,Consumer Discretionary,Consumer Specialties,exchange,discretionary,6,5,11,,,
NRHI,"Natural Resource Holdings, Inc.",,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NRP,Natural Resource Partners LP Limited Partnership,108.75,1440982305.0,United States,Energy,Coal Mining,exchange,REJECT,0,18,18,coal,reject,maintains broken system that should disappear (coal)
NSPDF,Naturally Splendid Enterprises Ltd.,0.04,881665.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.9M < $10M - fails survivability prior (shell/nano-cap)
SHMP,NaturalShrimp Inc,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NMHI,Nature's Miracle Holding Inc.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NATR,Nature's Sunshine Products Inc. Common Stock,14.19,249680429.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,
ENGDF,naturenergie holding AG,36.06,1191168384.0,,,,otc,energy,20,18,38,,,
GASNY,"Naturgy Energy Group, S.A.",6.92,32287713280.0,,,,otc,energy,20,20,40,,,
NTZ,Natuzzi S.p.A.,1.0,11014609.0,Italy,Consumer Discretionary,Home Furnishings,exchange,shelter,10,5,15,,,
RBSPF,NatWest Group plc,8.8,69897175040.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),18.87,77622138987.0,United Kingdom,Finance,Commercial Banks,exchange,finance,5,20,25,,,
BADVF,Naughty Ventures Corp.,0.074,5959149.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $6.0M < $10M - fails survivability prior (shell/nano-cap)
KITT,Nauticus Robotics Inc. Common stock,0.8294,6197244.0,United States,Industrials,Industrial Machinery/Components,exchange,infrastructure,21,2,23,,reject,market cap $6.2M < $10M - fails survivability prior (shell/nano-cap)
NAUT,Nautilus Biotechnology Inc. Common Stock,0.8813,112150028.0,United States,Industrials,Biotechnology: Laboratory Analytical Instruments,exchange,health,26,15,41,,,
NAVN,Navan Inc. Class A Common Stock,29.29,7449362664.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,20,32,enrich,,
NAVBQ,"Navidea Biopharmaceuticals, Inc.",0.0001,10008.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
JSM,Navient Corporation 6% Senior Notes due December 15 2043,18.155,1805170495.0,United States,Finance,Investment Bankers/Brokers/Service,exchange,finance,3,18,21,,,
NAVI,Navient Corporation Common Stock,9.49,890008528.0,United States,Finance,Investment Bankers/Brokers/Service,exchange,finance,3,18,21,,,
HFAHF,Navigator Global Investments Limited,1.445,881736448.0,,,,otc,finance,4,18,22,,,
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands),22.18,1368505357.0,Marshall Islands,Consumer Discretionary,Marine Transportation,exchange,transport,16,18,34,commodity,,
POELF,"The Navigator Company, S.A.",3.6,2560258816.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NMPRY,Navios Maritime Holdings Inc.,6.1,139241344.0,,,,otc,transport,18,15,33,,,
NMM,Navios Maritime Partners L.P.,,,,,,sec_only,transport,18,3,21,,check_price,no market data yet - verify trading exists
NVPTF,"Navitas Petroleum, Limited Partnership",40.495,4854539264.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NVTS,Navitas Semiconductor Corporation Common Stock,12.44,3248002991.0,United States,Technology,Semiconductors,exchange,infrastructure,22,20,42,,,
NVYAF,Navya SA,1e-05,869.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NYAX,Nayax Ltd. Ordinary Shares,51.89,1938568629.0,Israel,Technology,Computer Software: Prepackaged Software,exchange,software,12,18,30,enrich,,
NBBK,NB Bancorp Inc. Common Stock,22.43,982848731.0,United States,Finance,Banks,exchange,finance,5,18,23,,,
NBTB,NBT Bancorp Inc. Common Stock,51.39,2670227535.0,United States,Finance,Major Banks,exchange,finance,5,20,25,,,
NCCGF,NCC Group plc,1.82,502585952.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
NCCBF,NCC AB (publ),30.95,3037123328.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NCNO,nCino Inc. Common Stock,20.81,2279796890.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,20,32,enrich,,
NCRRP,NCR Corporation 5.5% PFD CNV A,1002.0,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting
NATL,NCR Atleos Corporation Common Stock,46.4,3428817738.0,United States,Miscellaneous,Office Equipment/Supplies/Services,exchange,services,5,20,25,,,
VYX,NCR Voyix Corporation Common Stock,8.13,1122508271.0,United States,Miscellaneous,Office Equipment/Supplies/Services,exchange,services,5,18,23,,,
NCSM,NCS Multistage Holdings Inc. Common Stock,48.65,127683044.0,United States,Energy,Oilfield Services/Equipment,exchange,energy,10,15,25,commodity,,
NBIS,Nebius Group N.V. Class A Ordinary Shares,221.97,60343702739.0,Netherlands,Technology,Computer Software: Programming Data Processing,exchange,software,10,20,30,enrich,,
NIPNF,NEC Corporation,26.77,35506229248.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NDDLF,Nedap N.V.,71.21,470744096.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
NDBKY,Nedbank Group Limited,18.83,8630438912.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NHOXF,Nederman Holding AB (publ),14.5,508109344.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
NXH,Neighborhood Intelligence Inc. Common Stock,4.06,0.0,United States,,,exchange,unknown,8,2,10,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NNRHF,"Neinor Homes, S.A.",16.01,1550789504.0,,,,otc,shelter,18,18,36,,,
NKTR,Nektar Therapeutics  Common Stock,74.96,2559358830.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,
NLLSY,Nel ASA,6.7,410495520.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
NNI,Nelnet Inc. Common Stock,128.76,4606960437.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,20,24,,,
NMAKF,"Nemak, S. A. B. de C. V.",0.1795,514841344.0,,,,otc,unknown,8,18,26,enrich-if-viable,,
NMRD,Nemaura Medical Inc.,0.0001,4035.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NEMKY,Nemetschek SE,16.305,9408702464.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NBMFF,NEO Battery Materials Ltd.,0.123,18990330.0,,,,otc,energy,20,5,25,,,
NCI,Neo-Concept International Group Holdings Limited Class A Ordinary Shares,13.55,32036021.0,Hong Kong,Consumer Discretionary,Apparel,exchange,clothing,7,9,16,,,
NEOG,Neogen Corporation Common Stock,11.64,2538753898.0,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,exchange,health,26,20,46,,,
NEO,NeoGenomics Inc. Common Stock,16.79,2157102638.0,United States,Health Care,Precision Instruments,exchange,infrastructure,20,20,40,,,
NEOJF,NEOJAPAN Inc.,10.355,145155072.0,,,,otc,unknown,8,15,23,enrich-if-viable,,
NELR,Neolara Corp.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NMGC,NeoMagic Corporation,0.0138,894686.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.9M < $10M - fails survivability prior (shell/nano-cap)
NEOM,"NeoMedia Technologies, Inc.",0.0001,508841.0,,,,otc,discretionary,4,0,4,,reject,market cap $0.5M < $10M - fails survivability prior (shell/nano-cap)
NTHI,NeOnc Technologies Holdings Inc. Common Stock,4.71,122160279.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,
NEON,Neonode Inc. Common Stock,0.9101,15274137.0,Sweden,Technology,Industrial Machinery/Components,exchange,infrastructure,21,5,26,,,
NSLRL,Neostellar Capital Corp. 6.00% Notes due 2026,25.2861,669404539.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,18,22,,,
NSLR,Neostellar Capital Corp. Common Stock,10.29,272409454.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,15,19,,,
NEOV,NeoVolta Inc. Common Stock,3.39,199546407.0,United States,Miscellaneous,Industrial Machinery/Components,exchange,infrastructure,21,15,36,,,
NEPH,Nephros Inc. Common Stock,4.22,45829706.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,9,35,,,
NEPRY,NEPI Rockcastle plc/ADR,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NPRFF,Nepra Foods Inc.,,,,,,sec_only,food,22,3,25,,check_price,no market data yet - verify trading exists
NP,Neptune Insurance Holdings Inc. Class A Common Stock,34.43,4724935289.0,,Finance,Specialty Insurers,exchange,finance,6,20,26,,,
NEPTF,Neptune Wellness Solutions Inc.,0.0001,453.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NRDS,NerdWallet Inc. Class A Common Stock,10.12,646902521.0,United States,Technology,EDP Services,exchange,software,10,18,28,enrich,,
NRDY,Nerdy Inc. Class A Common Stock,10.33,131955348.0,United States,Real Estate,Other Consumer Services,exchange,services,6,15,21,,,
NGEN,NervGen Pharma Corp. Common stock,2.08,221338277.0,Canada,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,15,35,binary-science-risk,,
NTOIY,Neste Oyj,18.42,28303534080.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NSLYF,Nestlé (Malaysia) Berhad,26.49,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,11.61,171991411.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,15,23,rent-extraction-risk,,
NMXS,"Net Medical Xpress Solutions, Inc.",0.0007,26367.0,,,,otc,health,20,0,20,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NPWR,NET Power Inc. Class A Common Stock,1.95,438474194.0,United States,Energy,Industrial Machinery/Components,exchange,infrastructure,21,15,36,,,
NSAV,"Net Savings Link, Inc.",1e-05,71191.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.1M < $10M - fails survivability prior (shell/nano-cap)
NTAP,NetApp Inc. Common Stock,187.43,36780188289.0,United States,Technology,Electronic Components,exchange,infrastructure,20,20,40,,,
NBND,NetBrands Corp.,,,,,,sec_only,discretionary,4,3,7,,check_price,no market data yet - verify trading exists
NCPL,Netcapital Inc. Common Stock,0.58,4551781.0,United States,Finance,Finance: Consumer Services,exchange,finance,4,2,6,,reject,market cap $4.6M < $10M - fails survivability prior (shell/nano-cap)
NTTCF,NetCents Technology Inc.,0.0001,8266.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NTCL,NETCLASS TECHNOLOGY INC Class A Ordinary Shares,2.41,5130548.0,China,Technology,Computer Software: Prepackaged Software,exchange,software,12,2,14,enrich,reject,market cap $5.1M < $10M - fails survivability prior (shell/nano-cap)
NTCYF,Netcompany Group A/S,48.4001,2149878016.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NETTF,"NetEase, Inc.",24.9,79711150080.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NTES,NetEase Inc. American Depositary Shares,128.8,82190899924.0,China,Technology,Computer Software: Prepackaged Software,exchange,software,12,20,32,enrich,,
NFLX,Netflix Inc. Common Stock,82.23,342400759557.0,United States,Consumer Discretionary,Consumer Electronics/Video Chains,exchange,discretionary,4,20,24,,,
NTGR,NETGEAR Inc. Common Stock,21.39,581359259.0,United States,Utilities,Telecommunications Equipment,exchange,infrastructure,20,18,38,,,
NETLF,NetLink NBN Trust,0.769,2996770560.0,,,,otc,unknown,8,20,28,enrich-if-viable,,
NLST,NETLIST INC,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NTPY,"NetPay International, Inc.",0.0003,8290.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NTCT,NetScout Systems Inc. Common Stock,38.06,2767240295.0,United States,Technology,EDP Services,exchange,software,10,20,30,enrich,,
NTSK,Netskope Inc. Class A Common Stock,13.5,5452969262.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,20,32,enrich,,
NTWK,NetSol Technologies Inc. Common  Stock,4.05,48099477.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,9,21,enrich,,
NTST,NetSTREIT Corp. Common Stock,20.61,2092492039.0,United States,Real Estate,Real Estate Investment Trusts,exchange,shelter,8,20,28,rent-extraction-risk,,
NTLK,"NetTalk.com, Inc.",0.0001,29993.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NTFL,"Network 1 Financial Group, Inc.",0.0001,6084.0,,,,otc,infrastructure,15,0,15,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NTIP,Network-1 Technologies Inc. Common Stock,1.55,35437931.0,United States,Miscellaneous,Multi-Sector Companies,exchange,conglomerate,10,9,19,enrich,,
NWCN,Network CN Inc.,0.0005,12544.0,,,,otc,infrastructure,15,0,15,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NML,Neuberger Energy Infrastructure and Income Fund Inc. Common Stock,10.39,0.0,United States,Finance,Finance/Investors Services,exchange,finance,3,2,5,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NHS,Neuberger High Yield Strategies Fund Inc. Common Stock,6.0,0.0,United States,Finance,Trusts Except Educational Religious and Charitable,exchange,REJECT,0,2,2,fund,reject,closed-end fund/royalty trust - not an operating company
NBH,Neuberger Municipal Fund Inc. Common Stock,10.21,0.0,United States,Finance,Finance/Investors Services,exchange,finance,3,2,5,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NBXG,Neuberger Next Generation Connectivity Fund Inc. Common Stock,15.13,0.0,United States,Finance,Trusts Except Educational Religious and Charitable,exchange,REJECT,0,2,2,fund,reject,closed-end fund/royalty trust - not an operating company
NBPVF,Neuberger Private Equity Partners Limited,19.01,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting
NRO,Neuberger Real Estate Securities Income Fund Inc. Common Stock,2.98,0.0,United States,Finance,Finance/Investors Services,exchange,finance,3,2,5,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NEUC,Neucleus Group Ltd,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NMRA,Neumora Therapeutics Inc. Common Stock,1.5,281843868.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,15,35,binary-science-risk,,
NEUP,Neuphoria Therapeutics Inc. Common Stock,3.86,20861567.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,5,25,binary-science-risk,,
NRXS,Neuraxis Inc. Common Stock,6.04,75848901.0,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,exchange,health,25,12,37,,,
NURPF,Neuren Pharmaceuticals Limited,15.51,1966264448.0,,,,otc,health,20,18,38,,,
NTII,"Neurobiological Technologies, Inc.",0.0001,2701.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NBIX,Neurocrine Biosciences Inc. Common Stock,153.37,15589934890.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),exchange,health,20,20,40,binary-science-risk,,
NGNE,Neurogene Inc. Common Stock ,40.84,817264841.0,Canada,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,18,38,binary-science-risk,,
NEUN,"Neurogenesis, Inc.",0.0001,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,sub-5-cent stock - chronic dilution profile
GGAUF,NeuroMind AI Corp.,11.71,,,,,otc,unknown,8,0,8,enrich-if-viable,reject,OTC with no market cap data - dark/non-reporting
STIM,Neuronetics Inc. Common Stock,2.98,227067722.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,15,41,,,
NMTC,NeuroOne Medical Technologies Corporation Common Stock,2.16,19668448.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,5,31,,,
NPCE,Neuropace Inc. Common Stock,14.16,486031720.0,United States,Health Care,Medical/Dental Instruments,exchange,health,26,15,41,,,
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,0.3823,14437979.0,Israel,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,5,25,binary-science-risk,,
NTRR,NEUTRA CORP.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NEUT,Neutrans Inc.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
LIME,Neutron Holdings Inc. Common Stock,42.39,2754679814.0,United States,Technology,Computer Software: Prepackaged Software,exchange,software,12,20,32,enrich,,
NGLD,Nevada Canyon Gold Corp.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NKGFF,Nevada King Gold Corp.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NVSGF,Nevada Sunrise Metals Corp.,,,,,,sec_only,unknown,8,3,11,enrich-if-viable,check_price,no market data yet - verify trading exists
NVPLF,Nevaro Capital Corporation,0.0001,392.0,,,,otc,finance,4,0,4,,reject,market cap $0.0M < $10M - fails survivability prior (shell/nano-cap)
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,27.34,3268146200.0,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations,exchange,health,20,20,40,binary-science-risk,,
NWBTF,Newborn Town Inc.,0.0013,1820440.0,,,,otc,unknown,8,0,8,enrich-if-viable,reject,market cap $1.8M < $10M - fails survivability prior (shell/nano-cap)
NBRG,Newbridge Acquisition Limited Class A Ordinary Share,10.05,0.0,Hong Kong,Finance,Blank Checks,exchange,REJECT,0,2,2,spac,reject,blank-check SPAC - no operating business
NBRGU,Newbridge Acquisition Limited Unit,10.21,0.0,Hong Kong,Finance,Blank Checks,exchange,REJECT,0,2,2,spac,reject,blank-check SPAC - no operating business
NBST,Newbury Street Acquisition Corporation,11.55,40105264.0,,,,otc,unknown,0,9,9,,reject,blank-check SPAC - no operating business
NTWO,Newbury Street II Acquisition Corp Class A Ordinary Shares,11.22,0.0,United States,,,exchange,unknown,0,2,2,,reject,blank-check SPAC - no operating business
