ticker,company,price,marketCap,country,sector,industry,listing,need,need_score,viability,r1_score,flag,status,reason,y_industry,summary,y_ind,revGrowth,grossM,revenue,verdict,reason_r2,totalCash,totalDebt,freeCashflow,operatingCashflow,totalRevenue,revenueGrowth,grossMargins,operatingMargins,debtToEquity,sharesOutstanding,floatShares,fullTimeEmployees,earningsGrowth,r3_fin_score,r3_notes,r3_cut
ALFVY,Alfa Laval AB (publ),60.64,25064105984.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"Alfa Laval AB (publ) provides heat transfer, separation, and fluid handling products and solutions worldwide. The company operates through three divisions: Energy, Food & Pharma, and Ocean. It offers ballast water management systems; oil/gas-fired steam and composite steam boilers, exhaust gas economizers, electric steam boilers, and exhaust gas steam boilers; and exhaust gas cleaning products, as well as decanters and separators. The company also provides sensing and control, cleaning validation, and condition monitoring automation products; hygienic fittings, hygienic tubes, ultrapure fittings, and ultrapure tubes; agitators, tank mixers, and powder mixers; and centrifugal pumps, circumferential piston pumps, rotary lobe pumps, twin screws, three screw pumps, gear pumps, and reciprocating pumps. In addition, it offers rotary jet heads, rotary spray heads, wall mounted cleaning devices for tank cleaning, and static spray balls; and tank covers and accessories, as well as valves. Further, the company provides plate heat exchangers, air cooled heat exchangers, scraped surface heat exchangers, and tubular heat exchangers. It serves energy and utilities, home and personal care, food, dairy and beverage, marine and transportation, pharma and biotech, and water and wastewater industries. Alfa Laval AB (publ) was founded in 1883 and is headquartered in Lund, Sweden.",Specialty Industrial Machinery,0.077,0.36315,,A,heat transfer and separation efficiency across energy food water,,,4881999872.0,,,0.077,0.36315,0.0,45.751,413326315.0,290812262.0,24832.0,0.007,19,,
ALGM,Allegro MicroSystems Inc. Common Stock,37.44,6978892288.0,United States,Technology,Semiconductors,exchange,infrastructure,22,20,42,,,,Semiconductors,"Allegro MicroSystems, Inc., together with its subsidiaries, designs, develops, manufactures, and markets sensor integrated circuits (ICs) and application-specific power ICs for sensing, motion control, and power management functions of complex electromechanical or power conversion systems. Its products include magnetic sensor ICs, such as position, speed, and electric current sensor ICs; and power ICs comprising motor driver ICs, such as regulator, power management ICs, and LED driver ICs, and isolated gate drivers. The company sells its products to original equipment manufacturers and distributors primarily in the automotive and industrial markets through its direct sales force, third party distributors, independent sales representatives, and consignment. The company serves automotive and industrial markets, including advanced industrial markets such as AI data centers, robotics, and energy infrastructure sectors. It operates in the United States, rest of the Americas, Europe, Japan, Greater China, South Korea, and other Asian markets. The company was founded in 1990 and is headquartered in Manchester, New Hampshire.",Semiconductors,0.275,0.47375,945934016.0,B,auto sensor and power ICs plausible efficiency unproven edge,162028992.0,304007008.0,103498872.0,123440000.0,945934016.0,0.275,0.47375,0.09824,31.472,186402046.0,125036628.0,4250.0,,24,,
AMDLY,"Amada Co., Ltd.",74.66,5753703424.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"Amada Co., Ltd., together with its subsidiaries, develops, manufactures, sells, and provides services for various machines that process metals, resins, ceramics, and other materials in Japan, North America, Europe, Asia, and internationally. It offers sheet metal fabrication machines to cut, punch, bend, weld, and process metal sheets; metal cutting machines, which rotate tools affixed with saw blades to cut materials; structural steel machines, which cut and drill steel frames including H-shaped steel; and grinding machines for finishing of products required in the semiconductor industry, an emergent core industry, as well as in the automotive and aerospace industries. The company also provides micro welders, including laser welding and fine spot welding; micro laser markers; Stamping Press Automation Systems; Spring-Forming Machines; custom-made large press machine of 5,000kN and automation equipment; PCB drilling machines; and PCB laser processing machines. The company was formerly known as Amada Holdings Co., Ltd. Amada Co., Ltd. was founded in 1946 and is headquartered in Isehara, Japan.",Specialty Industrial Machinery,0.297,0.40549,460309004288.0,B,metal fabrication machinery general manufacturing efficiency,155692007424.0,80327999488.0,,60147998720.0,460309004288.0,0.297,0.40549,0.074149996,14.89,77065408.0,77545488.0,9872.0,1.082,19,,
ADI,Analog Devices Inc. Common Stock,373.66,181062729728.0,United States,Technology,Semiconductors,exchange,infrastructure,22,20,42,,,,Semiconductors,"Analog Devices, Inc. engages in the design, manufacture, testing, and marketing of integrated circuits (ICs), software, and subsystems products in the United States, rest of North and South America, Europe, Japan, China, and rest of Asia. It provides data converter products, which translate real-world analog signals into digital data, as well as translates digital data into analog signals; power management and reference products for power conversion, driver monitoring, sequencing, and energy management applications in the automotive, communications, industrial, and consumer markets; and power ICs that include performance, integration, and software design simulation tools for accurate power supply designs. The company also offers amplifiers to condition analog signals; and radio frequency and microwave ICs to support cellular infrastructure; and micro-electro-mechanical systems technology solutions, including accelerometers used to sense acceleration, gyroscopes for sense rotation, inertial measurement units to sense multiple degrees of freedom, and broadband switches for radio and instrument systems, as well as isolators. In addition, it provides digital signal processing and system products for numeric calculations. The company serves clients in the industrial, automotive, consumer, instrumentation, aerospace, defense and healthcare, and communications markets through a direct sales force, third-party distributors, and independent sales representatives, as well as online. Th",Semiconductors,0.396,0.65800005,13881744384.0,B,broad analog chips enable industrial auto efficiency,2324933888.0,9164060672.0,4147339008.0,5545325056.0,13881744384.0,0.396,0.65800005,0.39503,27.314,484565465.0,482753190.0,24500.0,1.635,24,,
ADRZY,Andritz AG,18.51,9069789184.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"Andritz AG engages in the provision of industrial machinery, equipment, and services in Europe, North America, South America, China, Asia, Africa, Australia, and internationally. It operates through four segments: Pulp & Paper, Metals, Hydropower, and Environment & Energy. The Pulp & Paper segment provides technology, automation, and service solutions to produce pulp, paper, board, and tissue; boilers for power generation; nonwovens technologies; panelboard production systems; and recycling, shredding, and energy solutions for various waste materials. Its Metals segment provides technologies, plants, and digital solutions, including automation and software solutions, and process know-how and services; and solutions for the production and processing of flat products for welding systems and furnaces, as well as services for the metals processing industry. The Hydro segment supplies electromechanical equipment, solutions, and services for hydropower stations; services and digital solutions for the operation and maintenance of hydropower plants; and turbo generators for the thermal industry. The Environment & Energy segment provides technologies to produce green hydrogen and renewable fuels, carbon capture and emission reduction, mechanical and thermal solid/liquid separation, grinding, pelletizing, and pumping fluids. It also serves agriculture, aluminum, architecture, automotive and e-mobility, carbon steel, chemicals, desalination, environment, feed, food and beverages, glass,",Specialty Industrial Machinery,0.085,0.4967,8072900096.0,A,hydropower recycling and waste-to-energy plant technology,1093900032.0,620200000.0,575180992.0,774800000.0,8072900096.0,0.085,0.4967,0.07475,25.381,489993970.0,336328828.0,30557.0,0.067,20,,
AITUY,Anritsu Corporation,23.9328,3063204608.0,,Technology,,otc,infrastructure,22,20,42,,,,Scientific & Technical Instruments,"Anritsu Corporation develops, manufactures, and sells electronic measurement instruments in Japan, the United States of America, Europe, the Middle East, Africa, rest of Asia, and internationally. It operates through Communications measurement, Products Quality Assurance, and Environmental Measurement segments. The company's test and measurement products include bit error rate tester and sampling oscilloscope; mobile/wireless communications measuring instruments, such as Bluetooth and WLAN testers, cable and antenna analyzers, channel emulators/fading simulators, conformance test systems, handset one box testers, land mobile radio products, passive intermodulation analyzers, shield boxes/chambers, open RAN testers, and signaling testers; optical measuring instruments comprising OTDRs, optical loss test set/light source/optical power meter products, optical spectrum analyzers, video inspection probes, and accessories; RF microwave measuring instruments, such as power meters and sensors; signal generators; and signal/spectrum analyzers, vector network analyzers, spectrum monitoring, trace management, spectrum analyzers handheld, vector network analyzers handheld, and transport and ethernet testing products. It also provides solutions for 6g, 5g/5g-advanced, internet of things, automotive, wireless connectivity, data center, photonic/transport networks, high-speed digital systems, installation and maintenance, optical/photonic device, and general-purpose instruments. In addition",Scientific & Technical Instruments,0.38,0.51932997,126425997312.0,B,network test instruments comms infrastructure QA,50941001728.0,3564999936.0,8837874688.0,20059000832.0,126425997312.0,0.38,0.51932997,0.13135,2.676,127991904.0,122859097.0,4114.0,4.646,24,,
AMAT,Applied Materials Inc. Common Stock,480.04,380958507008.0,United States,Technology,Semiconductors,exchange,infrastructure,22,20,42,,,,Semiconductor Equipment & Materials,"Applied Materials, Inc. provides materials engineering solutions, equipment, services, and software to the semiconductor and related industries in the United States, China, Korea, Taiwan, Japan, Southeast Asia, Europe, and internationally. The company operates through Semiconductor Systems and Applied Global Services (AGS) segments. The Semiconductor Systems segment includes semiconductor capital equipment to enable materials engineering steps, including etch, rapid thermal processing, deposition, chemical mechanical planarization, metrology and inspection, wafer packaging, and ion implantation. The AGS segment offers integrated solutions to optimize equipment and fab performance and productivity comprising spares, upgrades, services, and 200 millimeter and other equipment and factory automation software for semiconductor and other products. It serves manufacturers of semiconductor wafers and chips, and other electronic devices. Applied Materials, Inc. was incorporated in 1967 and is headquartered in Santa Clara, California.",Semiconductor Equipment & Materials,0.248,0.49398,30837000192.0,A,semicap leader compressing cost per chip,9233000448.0,7345999872.0,3075375104.0,8396000256.0,30837000192.0,0.248,0.49398,0.33736,28.666,793597443.0,790565901.0,38900.0,0.428,22,,
ARM,Arm Holdings plc American Depositary Shares,241.56,257985740800.0,United Kingdom,Technology,Semiconductors,exchange,infrastructure,22,20,42,,,,Semiconductors,"Arm Holdings plc researches, develops, licenses, and markets central processing unit (CPU) intellectual property (IP), graphics processing unit IP, systems IP, compute subsystems (CSS), and associated software, tools and related services. The company provides a product portfolio, including CPU IP, GPU and neural processing unit (NPU) accelerators, system IP such as interconnects, compute platform products including pre-integrated CSSs, and development tools and software. The company serves semiconductor companies, original equipment manufacturers (OEMs), cloud service providers (CSPs), and organizations developing chips for end markets such as smartphones, consumer electronics, industrial IoT, embedded systems, cloud data centers, networking, automotive, and robotics. It provides its products and services in the United States, China, Japan, Taiwan, Korea, and internationally. The company was founded in 1990 and is based in Cambridge, United Kingdom. Arm Holdings plc operates as a subsidiary of SoftBank Group Corp.",Semiconductors,0.224,0.97537005,5155999744.0,B,power-efficient CPU IP but licensing rent model,3888000000.0,485000000.0,1334499968.0,2094000000.0,5155999744.0,0.224,0.97537005,0.07603,5.62,1067998569.0,142610040.0,9584.0,1.083,22,,
ASMLF,ASML Holding N.V.,1742.0,669102178304.0,,Technology,,otc,infrastructure,22,20,42,,,,Semiconductor Equipment & Materials,"ASML Holding N.V. provides lithography solutions for the development, production, marketing, sales, upgrading, and servicing of advanced semiconductor equipment systems. The company offers lithography, metrology, and inspection systems. It also provides extreme ultraviolet lithography systems; and deep ultraviolet lithography systems comprising immersion and dry lithography systems solutions to manufacture various range of semiconductor nodes and technologies. In addition, the company offers metrology and inspection systems, including YieldStar optical metrology systems, a diffraction-based wafer metrology platform to assess the quality of patterns on the wafers; and HMI electron beam solutions to locate and analyze individual chip defects. Further, it provides computational lithography solutions, and lithography systems and control software solutions; and refurbishes and upgrades lithography systems, as well as offers customer support and related services. Additionally, the company offers hardware, software, and services to chipmakers to produce the patterns of integrated circuits. It operates in Japan, South Korea, Singapore, Taiwan, China, rest of Asia, the Netherlands, rest of Europe, the Middle East, Africa, and the United States. The company was formerly known as ASM Lithography Holding N.V. and changed its name to ASML Holding N.V. in 2001. ASML Holding N.V. was founded in 1984 and is headquartered in Veldhoven, the Netherlands.",Semiconductor Equipment & Materials,0.213,0.52733004,35327500288.0,A,lithography monopoly drives cost per transistor down,7581499904.0,1984400000.0,8437675008.0,11486900224.0,35327500288.0,0.213,0.52733004,0.37057,9.092,384100000.0,383969406.0,43938.0,0.285,22,,
ASMVF,ASMPT Limited,21.0,8807169024.0,,Technology,,otc,infrastructure,22,20,42,,,,Semiconductor Equipment & Materials,"ASMPT Limited, an investment holding company, engages in the design, manufacture, and marketing of machines, tools, and materials used in the semiconductor and electronics assembly industries internationally. The company operates in two segments: Semiconductor Solutions and Surface Mount Technology Solutions. The company offers ASMPT semiconductor solutions includes advanced packing, such as laser dicing & grooving, fan out, hybrid bonding, thermos compress bonding, and die bonding; IC and discrete, including silver sintering, wire bonding, metrology, encapsulation, and singulation, trim & form; CMOS image sensor, such as inline solution, lens holder attach, curing, automated optical inspection, cleaning, active alignment, and test and calibration; and LED/ Photonics, includes FOL. It also offers ASMP SMT solutions, includes printing, inspection, placement, storage, and software. In addition, the company offers critical manufacturing of IoT data platforms. Further, it provides agency and logistics services. The company was formerly known as ASM Pacific Technology Limited and changed its name to ASMPT Limited in June 2022. ASMPT Limited was founded in 1975 and is headquartered in Singapore.",Semiconductor Equipment & Materials,0.451,0.39071,16389543936.0,B,assembly and packaging equipment second-tier semicap,5875864064.0,3967991040.0,,,16389543936.0,0.451,0.39071,0.15934,22.93,419389033.0,315740004.0,9000.0,1.581,19,,
ATLKY,Atlas Copco AB (publ),21.64,105573351424.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"Atlas Copco AB (publ) provides compressed air and gas, air treatment systems, vacuum, industrial power tools and assembly systems, machine vision, and power and flow solutions in North America, South America, Europe, Africa, the Middle East, Asia, and Oceania. It operates through Compressor Technique, Vacuum Technique, Industrial Technique, and Power Technique segments. The company offers piston compressors, oil-free tooth and scroll compressors, rotary screw compressors, oil-free blowers, oil-free centrifugal compressors, gas and process compressors, air and gas treatment equipment, expanders and pumps, and medical air solutions. It also provides oil-sealed rotary vane, dry, and liquid ring vacuum pumps; turbomolecular and cryogenic pumps; abatement and integrated systems; industrial assembly tools and solutions; self-pierce riveting solutions; adhesive dispensing and flow drill fastening equipment; material removal tools, and drills and other pneumatic products; machine vision solutions; construction and demolition tools; mobile compressors, generators, and energy storage systems; and industrial flow, portable power, portable flow, and portable air products, as well as specialty rental services. The company serves the semiconductor and flat panel, industrial manufacturing, civil engineering, demolition, exploration drilling, automotive, off-highway vehicle producers, electronics, aerospace, energy, food, pharmaceutical, textile, and other industries. Atlas Copco AB (publ) w",Specialty Industrial Machinery,0.091,0.42188,,A,compressed-air and vacuum systems cut industrial energy,,,25972000768.0,,,0.091,0.42188,0.0,33.668,3317744716.0,3947466562.0,56473.0,0.08,19,,
YMATF,Azbil Corporation,10.27,5145269760.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"Azbil Corporation provides automation products and services worldwide. It operates through three segments: Building Automation Business, Advanced Automation Business, Life Automation Business, and others. The Building Automation Business segment offers indoor temperature and humidity sensors, ceiling temperature sensors, indoor temperature and humidity controllers, infrared array sensors, workplace sensors, digital setting devices, marcellia-compatible user terminals, integrated user terminals, building automation systems, access control systems, contactless IC card readers, air conditioning equipment controllers, heat source equipment systems, air conditioning equipment, and control functions, etc.; and control valves, graphical controllers, digital mass flow controllers, instrumentation network modules, differential pressure transmitters, electromagnetic flow meters, and smart valves. The Advanced Automation Business segment offers positioners, collaborative automation systems, process controllers, adjustable proximity sensors, photoelectric switch, advanced UV sensor, limit switch, thermal micro liquid flow meter, dynamic monitoring system, online abnormality detection system, cloud services, ultrasonic gas meters, diaphragm smart meters, smart meter, and microcomputer meter. The Life Automation Business Segment offers pressure governor, battery-powered electromagnetic water meter, electronic water meter, air conditioning systems, whole-house air purification and ventilati",Specialty Industrial Machinery,0.026,0.46418,300203016192.0,A,building automation cuts HVAC energy use,90648002560.0,20749000704.0,,,300203016192.0,0.026,0.46418,0.10577,8.777,500999954.0,470708396.0,9170.0,-0.013,13,,
AVGO,Broadcom Inc. Common Stock,356.74,1697219084288.0,United States,Technology,Semiconductors,exchange,infrastructure,22,20,42,,,,Semiconductors,"Broadcom Inc. designs, develops, and supplies various semiconductor devices and infrastructure software solutions internationally. The company operates in two segments: Semiconductor Solutions and Infrastructure Software. The company offers networking connectivity, such as custom silicon solutions, ethernet switching & routing, ethernet NIC controllers, physical layer devices, and fiber optic components; wireless device connectivity, including RF semiconductor devices, connectivity solutions, custom touch controllers, and inductive charging ASICS; servers and storage system solutions, such as PCIE switches, SAS & raid products, fibre channel products, and HDD & SSD solutions; broadband solutions, includes set-top box, and broadband access; and industrial. The company also offers a private cloud software portfolio, including the VMware Cloud Foundation, Edge, vSphere foundation, telco cloud platform, private AI, live recovery, application networking and security, application development and data services; mainframe software, such as AIOPS & automation, database & data management, DEVX & DEVOPS, cybersecurity & compliance management, beyond code programs, foundational & open mainframe solutions; cybersecurity, such as endpoint, network, information, application security, and identity & access management; enterprise software; and fc san management. Its products are used in various applications in enterprise and data center networking, including artificial intelligence networking",Semiconductors,0.479,0.76284,75464998912.0,B,networking chips for comms infrastructure mixed software rollup,19627999232.0,64907001856.0,27212249088.0,33621999616.0,75464998912.0,0.479,0.76284,0.48988,74.018,4757580198.0,4698919234.0,33000.0,0.854,24,,
CKDOF,CKD Corporation,32.0,2138720384.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"CKD Corporation develops, manufactures, sells, and exports automation machinery and components in Japan and Internationally. The company offers components products, such as electric actuators, direct drive actuators, pneumatic cylinders, hand and chucks, assistive devices, software, directional control valves, refining and pressure adjusting components, speed control valves check valves, auxiliary equipment, gas generators, fluid control components, sensors, controllers, vacuum system components, and mechanical indexer, as well as components for chemical liquids, high vacuum and special gas, and controllers for primary industries and irrigation. It also provides automatic machinery, including automatic packaging systems and lithium-ion battery winding machine. The company was formerly known as Chukyo Electric Co., Ltd. and changed its name to CKD Corporation in July 1979. CKD Corporation was incorporated in 1943 and is headquartered in Komaki, Japan.",Specialty Industrial Machinery,0.355,0.30376,170741006336.0,B,pneumatic automation components generic efficiency fit,42491998208.0,33241999360.0,,,170741006336.0,0.355,0.30376,0.16358,20.716,66835011.0,62086087.0,4826.0,1.294,19,,
TSPCF,Cleanaway Waste Management Limited,1.925,4314329088.0,,Industrials,,otc,infrastructure,22,20,42,,,,Waste Management,"Cleanaway Waste Management Limited provides waste management, industrial, and environmental services in Australia. It engages in the collection, recovery, and disposal of solid waste, including putrescible waste, inert waste, household waste and recovered waste processed through the resource recovery and recycling facilities, transfer stations, and landfills; and provision of safe treatment and disposal of health-related waste services, including sharps management, medical and pharmaceutical waste, and healthcare hazardous waste and quarantine waste. The company also collects, treats, processes, refines, recycles, and destructs hazardous and non-hazardous liquids, hydrocarbons and chemical waste, product destruction, hazardous waste, industrial waste, grease trap waste, oily water, and used mineral and cooking oils; and vacuum loading, high pressure cleaning, pipeline maintenance, and non-destructive digging services. In addition, it offers commercial and industrial, municipal, and residential collection services, including general waste, recyclables, construction, and demolition waste, as well as medical and washroom services; owns and manages waste transfer stations, resource recovery and recycling facilities, secure product destruction, quarantine treatment operations and landfills; and sells recovered paper, cardboard, metals, and plastics. Further, the company offers industrial cleaning, vacuum tanker loading, site remediation, sludge management, parts washing, high pres",Waste Management,0.149,0.25004,4404100096.0,A,waste collection and resource recovery essential circular service,116200000.0,2404900096.0,263037504.0,527800000.0,4404100096.0,0.149,0.25004,0.08429,79.68,2241209765.0,2220052745.0,9700.0,-0.271,19,,
DAIUF,"Daifuku Co., Ltd.",48.21,17944434688.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"Daifuku Co., Ltd., together with its subsidiaries, provides consulting, engineering, design, manufacture, installation, and after-sales services for material handling systems, car wash machines, and other related equipment in Japan and internationally. The company offers storage, transport, sorting, and picking systems to distributors and manufacturers, including e-commerce, retailers, wholesalers, transportation, and warehousing customers, as well as to food, chemicals, and pharmaceuticals manufacturers. It also provides cleanroom transport and storage systems for the manufacturing of semiconductors and flat panel displays; systems for automobile production line systems; airport solutions, including baggage handling systems, automated baggage check-in systems, baggage screening systems, and software and controls; car wash machines and related products to filling stations and automobile dealers; and industrial computers, measuring/control systems, and IoT solutions. The company was formerly known as Daifuku Machinery Works Co., Ltd. and changed its name to Daifuku Co., Ltd. in 1984. Daifuku Co., Ltd. was incorporated in 1937 and is headquartered in Osaka, Japan.",Specialty Industrial Machinery,0.1,0.25279,689747984384.0,A,logistics and material-handling automation efficiency,269377994752.0,45432999936.0,,83851001856.0,689747984384.0,0.1,0.25279,0.16624,9.056,372213956.0,346255755.0,11417.0,0.138,13,,
DNIYY,Danieli & C. Officine Meccaniche S.p.A.,50.08,4923152896.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"Danieli & C. Officine Meccaniche S.p.A. designs, builds, and sells plants for the iron and steel industry in Europe, the Middle East, the Americas, and Southeast Asia. It operates through two segments, Plant Making and Steel Making. The company designs and builds plants for various process areas, including mines; pellet production plants; blast furnaces; direct reduction; scrap shredders; steelworks for production of liquid steel; and continuous casting for blooms and billets, slabs, and thin slabs. It designs and builds rolling mills for long products and seamless tubes; hot and cold rolling mills for flat products; process lines for flat products; and conditioning plants. In addition, the company offers plants for secondary processing, such as peeling, straightening, 2-roll reeling, and drawing machines; forging presses and manipulators, and forging plants; extrusion presses for ferrous and non-ferrous materials; plants for longitudinal cutting and for transversal cutting; and cranes and lifting equipment. Further, it is involved in the production and sale of special steel comprising ingots, blooms, billets, and forged and rolled products; and structural steel comprising high carbon steel, as well as case-hardened, hardened and tempered, and surface hardened steel for use in various engineering components. The company was founded in 1914 and is based in Buttrio, Italy.",Specialty Industrial Machinery,-0.162,0.52621,3940784896.0,B,steel plant tech including direct reduction but shrinking,3069683968.0,598888000.0,440658496.0,902870976.0,3940784896.0,-0.162,0.52621,0.081149995,20.972,35204779.0,87373139.0,9952.0,0.081,14,revenue shrinking -16%,contractionary: revenue -16%
DSCSY,Disco Corporation,38.03,41250275328.0,,Technology,,otc,infrastructure,22,20,42,,,,Semiconductor Equipment & Materials,"Disco Corporation manufactures and sells precision cutting, grinding, and polishing machines in Japan and internationally. The company offers precision machines include dicing saws, laser saws, grinders, polishers, wafer mounters, die separators, inspection systems, surface planers, and waterjet saws. It also provides precision processing tools, such as dicing blades, grinding wheels, and dry polishing wheels; and other products, such as accessory equipment, cut-off wheels, and related products. In addition, the company is involved in the maintenance, disassembly, and recycling of precision cutting, grinding, and polishing machines, as well as provides training services for the maintenance and operation of its machines. Further, it leases precision machines; and purchases and sells used machines. Additionally, the company manufactures and sells precision diamond abrasive tools; and offers chargeable processing services. Disco Corporation was founded in 1937 and is based in Ota, Japan.",Semiconductor Equipment & Materials,0.271,0.70837,461283000320.0,A,dominant wafer dicing grinding tools chip cost compression,283891990528.0,0.0,,,461283000320.0,0.271,0.70837,0.42685002,,1084677250.0,873674985.0,5547.0,0.435,20,,
MRSKF,"DMG Mori Co., Ltd.",21.9,3090093824.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"DMG Mori Co., Ltd. manufactures and sells machine tools worldwide. It offers 5-axis/multi-axis machines, turning centers, machining centers, and lasertec and ultrasonic machines, grinding centers, mill turn centers, additive manufacturing machines, used machines, as well as handling, shaping, measuring, and monitoring technology cycles. The company provides pallet pool, workpiece handling, pallet, and tool handling systems; tool pre-setting, shrinking, and balancing devices; and CELOS, an operating system to support production processes. In addition, it offers peripherals, such as fixture, chucks, coolant oil, oil skimmer, compressor, cutting tool, coolant filtration, air devices, tool setting device, tool stocker, holder, and other products; measuring devices, including tool presetter, balancing machines, and on-machine measurement devices; bar feeder machines; and CAM software. The company was formerly known as DMG Mori Seiki Co., Ltd. and changed its name to DMG Mori Co., Ltd. in 2015. The company was incorporated in 1948 and is headquartered in Tokyo, Japan.",Specialty Industrial Machinery,0.252,0.60001,573502980096.0,B,machine tools general manufacturing efficiency,33130000384.0,122965000192.0,-3383249920.0,37056999424.0,573502980096.0,0.252,0.60001,0.042290002,34.802,141100178.0,124359715.0,14026.0,1.755,22,,
EBCOF,Ebara Corporation,34.22,15583494144.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"Ebara Corporation manufactures and sells pumps, compressors, turbines, and chillers in Europe, the Middle East, Africa, Asia, Japan, Oceania, North America, and Central and South America. It operates through the Building Service & Industrial, Energy, Infrastructure, Environmental Solutions, and Precision Machinery segments. The company offers standard and custom pumps, fans, booster pump units, chillers, cooling towers, and heating and cooling machines; and cryogenic products. It also provides incineration systems, gasification technologies, municipal and industrial waste treatment plants, municipal waste processing plants, and boilers, as well as sewerage and drainage treatment systems. In addition, the company offers chemical mechanical polishing systems, CMP equipment, dry vacuum pumps, gas abatement systems, plating equipment, exhaust-gas treatment equipment, and ozonized water generators. Ebara Corporation was founded in 1912 and is headquartered in Tokyo, Japan.",Specialty Industrial Machinery,0.512,0.26389,550262996992.0,A,pumps and waste-treatment infrastructure for water energy,140885999616.0,112630996992.0,39266750464.0,63248998400.0,550262996992.0,0.512,0.26389,0.074200004,39.549,455391381.0,97740511.0,21148.0,0.359,21,,
ENPH,Enphase Energy Inc. Common Stock,37.35,4935602176.0,United States,Technology,Semiconductors,exchange,infrastructure,22,20,42,,,,Solar,"Enphase Energy, Inc., together with its subsidiaries, designs, develops, manufactures, and sells home energy solutions for the solar photovoltaic industry in the United States and internationally. The company offers semiconductor-based microinverter that converts energy at the individual solar module level and combines with its proprietary networking and software technologies to provide energy monitoring and control. It also provides microinverter units and related accessories; IQ Battery and related accessories; IQ PowerPack 1500 and related accessories; IQ Combiner, IQ Gateway, and IQ Energy Router; cloud-based monitoring service; and electric vehicle charging solutions, as well as design, proposal, permitting, installation and solar appointment generation services, and Enphase Care services. The company sells its solutions to solar distributors; and directly to large installers, original equipment manufacturers, strategic partners, and homeowners, as well as through its legacy product upgrade program or online store. Enphase Energy, Inc. was incorporated in 2006 and is headquartered in Fremont, California.",Solar,-0.196,0.30037,1328502016.0,B,decentralized home solar strong fit but revenue contracting,937708032.0,613364992.0,78322752.0,204691008.0,1328502016.0,-0.196,0.30037,0.17981,51.899,132144648.0,128144630.0,2872.0,-0.035,13,revenue shrinking -20%,contractionary: revenue -20%
FANUF,Fanuc Corporation,38.1,35553308672.0,,Industrials,,otc,infrastructure,22,20,42,,,,Specialty Industrial Machinery,"Fanuc Corporation engages in the development, manufacture, sale, and maintenance services of products used in automated production systems in Japan, the United States, Europe, China, the rest of Asia, and internationally. It offers CNC series, robots, and robomachine products, such as, compact machining centers, electric injection molding machines, wire electrical discharge machines; and field system basic package, and AI servo monitors, as well as servo motors, lasers. The company was incorporated in 1950 and is headquartered in Yamanashi, Japan.",Specialty Industrial Machinery,0.177,0.38426,892502999040.0,B,robots and CNC automation efficiency broad not need-specific,762268024832.0,0.0,,,892502999040.0,0.177,0.38426,0.23153,,933157668.0,933017975.0,10040.0,0.347,17,,
FSLR,First Solar Inc. Common Stock,206.82,22226903040.0,United States,Technology,Semiconductors,exchange,infrastructure,22,20,42,,,,Solar,"First Solar, Inc., a solar technology company, provides photovoltaic (PV) solar energy solutions in the United States, France, India, Chile, and internationally. The company manufactures and sells PV solar modules with thin film semiconductor technology that provides conventional crystalline silicon PV solar modules. It also designs, manufactures, and sells cadmium telluride solar modules that convert sunlight into electricity. The company serves system developers, independent power producers, utilities, commercial and industrial companies, large corporate energy buyers, and other system owners and operators. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Phoenix, Arizona.",Solar,-0.037,0.44015998,5378071040.0,A,differentiated solar modules lower clean energy cost,1726963968.0,194010000.0,1598684800.0,2155742976.0,5378071040.0,-0.037,0.44015998,0.42641997,1.88,107469788.0,101655672.0,7900.0,0.233,13,revenue shrinking -4%,
